"startyr","fuel.general","overnightcategory","plntcode","capacityfactor","fill","EPM"
1903,"MSW","MSW",NA,0.6942,1,0.6942
1903,"nuclear","nuclear",NA,0.9168,1,0.9168
1903,"petroleum","CC",NA,NA,1,NA
1903,"petroleum","CT",NA,NA,1,NA
1903,"petroleum","ST",NA,NA,1,NA
1903,"solar","PV",NA,0.2595,1,0.2595
1903,"solar","solar_thermal",NA,0.21475,1,0.21475
1903,"water","hydro","3779",0.170444534246575,0,NA
1903,"water","hydro","541",0.659230059165187,0,NA
1903,"water","hydro","7147",0.724885839111562,0,NA
1903,"water","hydro","717",0.285840621048859,0,NA
1903,"wind","wind",NA,0.3396,1,0.3396
1904,"biomass","biomass",NA,0.5544,1,0.5544
1904,"coal","coal",NA,0.5648,1,0.5648
1904,"gas","CC",NA,NA,1,NA
1904,"gas","CT",NA,NA,1,NA
1904,"gas","FC",NA,NA,1,NA
1904,"gas","ST",NA,NA,1,NA
1904,"geothermal","geothermal",NA,0.7444,1,0.7444
1904,"MSW","MSW",NA,0.6942,1,0.6942
1904,"nuclear","nuclear",NA,0.9168,1,0.9168
1904,"petroleum","CC",NA,NA,1,NA
1904,"petroleum","CT",NA,NA,1,NA
1904,"petroleum","ST",NA,NA,1,NA
1904,"solar","PV",NA,0.2595,1,0.2595
1904,"solar","solar_thermal",NA,0.21475,1,0.21475
1904,"water","hydro","253",0.621149726591127,0,NA
1904,"water","hydro","343",0.699310677906568,0,NA
1904,"water","hydro","6532",0.544207398980422,0,NA
1904,"wind","wind",NA,0.3396,1,0.3396
1905,"biomass","biomass",NA,0.5544,1,0.5544
1905,"coal","coal",NA,0.5648,1,0.5648
1905,"gas","CC",NA,NA,1,NA
1905,"gas","CT",NA,NA,1,NA
1905,"gas","FC",NA,NA,1,NA
1905,"gas","ST",NA,NA,1,NA
1905,"geothermal","geothermal",NA,0.7444,1,0.7444
1905,"MSW","MSW",NA,0.6942,1,0.6942
1905,"nuclear","nuclear",NA,0.9168,1,0.9168
1905,"petroleum","CC",NA,NA,1,NA
1905,"petroleum","CT",NA,NA,1,NA
1905,"petroleum","ST",NA,NA,1,NA
1905,"solar","PV",NA,0.2595,1,0.2595
1905,"solar","solar_thermal",NA,0.21475,1,0.21475
1905,"water","hydro","2733",0.492345482713633,0,NA
1905,"water","hydro","3117",0.750424937098127,0,NA
1905,"water","hydro","362",0.862264554794521,0,NA
1905,"water","hydro","4010",0.760979659609797,0,NA
1905,"water","hydro","6457",0.406285673515982,0,NA
1905,"wind","wind",NA,0.3396,1,0.3396
1906,"biomass","biomass",NA,0.5544,1,0.5544
1906,"coal","coal",NA,0.5648,1,0.5648
1906,"gas","CC",NA,NA,1,NA
1906,"gas","CT",NA,NA,1,NA
1906,"gas","FC",NA,NA,1,NA
1906,"gas","ST",NA,NA,1,NA
1906,"geothermal","geothermal",NA,0.7444,1,0.7444
1906,"MSW","MSW",NA,0.6942,1,0.6942
1906,"nuclear","nuclear",NA,0.9168,1,0.9168
1906,"petroleum","CC",NA,NA,1,NA
1906,"petroleum","CT",NA,NA,1,NA
1906,"petroleum","ST",NA,NA,1,NA
1906,"solar","PV",NA,0.2595,1,0.2595
1906,"solar","solar_thermal",NA,0.21475,1,0.21475
1906,"water","hydro","255",0.374759005580923,0,NA
1906,"water","hydro","3668",0.367199391171994,0,NA
1906,"water","hydro","3856",0.639051967819091,0,NA
1906,"water","hydro","58696",1,0,NA
1906,"water","hydro","6207",0.336222448888513,0,NA
1906,"water","hydro","6422",1,0,NA
1906,"wind","wind",NA,0.3396,1,0.3396
1907,"biomass","biomass",NA,0.5544,1,0.5544
1907,"coal","coal",NA,0.5648,1,0.5648
1907,"gas","CC",NA,NA,1,NA
1907,"gas","CT",NA,NA,1,NA
1907,"gas","FC",NA,NA,1,NA
1907,"gas","ST",NA,NA,1,NA
1907,"geothermal","geothermal",NA,0.7444,1,0.7444
1907,"MSW","MSW",NA,0.6942,1,0.6942
1907,"nuclear","nuclear",NA,0.9168,1,0.9168
1907,"petroleum","CC",NA,NA,1,NA
1907,"petroleum","CT",NA,NA,1,NA
1907,"petroleum","ST",NA,NA,1,NA
1907,"solar","PV",NA,0.2595,1,0.2595
1907,"solar","solar_thermal",NA,0.21475,1,0.21475
1907,"water","hydro","1833",0.356643835616438,0,NA
1907,"water","hydro","226",0.557780119423955,0,NA
1907,"water","hydro","229",0.708264075963394,0,NA
1907,"water","hydro","325",1,0,NA
1907,"water","hydro","3259",0.129116409637862,0,NA
1907,"water","hydro","340",0.610626431369585,0,NA
1907,"water","hydro","3643",0.449095767354506,0,NA
1907,"water","hydro","3710",0.393413191720476,0,NA
1907,"water","hydro","3989",0.492296613394216,0,NA
1907,"water","hydro","4121",0.772182417496887,0,NA
1907,"water","hydro","472",0.802044715053082,0,NA
1907,"wind","wind",NA,0.3396,1,0.3396
1908,"biomass","biomass",NA,0.5544,1,0.5544
1908,"coal","coal",NA,0.5648,1,0.5648
1908,"gas","CC",NA,NA,1,NA
1908,"gas","CT",NA,NA,1,NA
1908,"gas","FC",NA,NA,1,NA
1908,"gas","ST",NA,NA,1,NA
1908,"geothermal","geothermal",NA,0.7444,1,0.7444
1908,"MSW","MSW",NA,0.6942,1,0.6942
1908,"nuclear","nuclear",NA,0.9168,1,0.9168
1908,"petroleum","CC",NA,NA,1,NA
1908,"petroleum","CT",NA,NA,1,NA
1908,"petroleum","ST",NA,NA,1,NA
1908,"solar","PV",NA,0.2595,1,0.2595
1908,"solar","solar_thermal",NA,0.21475,1,0.21475
1908,"water","hydro","10413",1,0,NA
1908,"water","hydro","1490",0.509745334191413,0,NA
1908,"water","hydro","233",0.402177790077333,0,NA
1908,"water","hydro","2606",0.443571779171542,0,NA
1908,"water","hydro","296",1,0,NA
1908,"water","hydro","3042",0.559447211844472,0,NA
1908,"water","hydro","394",0.593557673218185,0,NA
1908,"water","hydro","475",0.647756923441855,0,NA
1908,"water","hydro","57190",1,0,NA
1908,"water","hydro","6536",0.278350126419865,0,NA
1908,"wind","wind",NA,0.3396,1,0.3396
1909,"biomass","biomass",NA,0.5544,1,0.5544
1909,"coal","coal",NA,0.5648,1,0.5648
1909,"gas","CC",NA,NA,1,NA
1909,"gas","CT",NA,NA,1,NA
1909,"gas","FC",NA,NA,1,NA
1909,"gas","ST","10552",0.285906392694064,0,NA
1909,"geothermal","geothermal",NA,0.7444,1,0.7444
1909,"MSW","MSW",NA,0.6942,1,0.6942
1909,"nuclear","nuclear",NA,0.9168,1,0.9168
1909,"petroleum","CC",NA,NA,1,NA
1909,"petroleum","CT",NA,NA,1,NA
1909,"petroleum","ST","10552",0.283384319444444,0,NA
1909,"solar","PV",NA,0.2595,1,0.2595
1909,"solar","solar_thermal",NA,0.21475,1,0.21475
1909,"water","hydro","112",0.427712948869722,0,NA
1909,"water","hydro","1701",1,0,NA
1909,"water","hydro","1938",0.301135896170143,0,NA
1909,"water","hydro","2580",0.210966913080147,0,NA
1909,"water","hydro","323",0.98962397727725,0,NA
1909,"water","hydro","365",0.627651482399041,0,NA
1909,"water","hydro","395",0.918949771689498,0,NA
1909,"water","hydro","476",0.677726043545765,0,NA
1909,"water","hydro","6388",1,0,NA
1909,"wind","wind",NA,0.3396,1,0.3396
1910,"biomass","biomass",NA,0.5544,1,0.5544
1910,"coal","coal",NA,0.5648,1,0.5648
1910,"gas","CC",NA,NA,1,NA
1910,"gas","CT",NA,NA,1,NA
1910,"gas","FC",NA,NA,1,NA
1910,"gas","ST",NA,NA,1,NA
1910,"geothermal","geothermal",NA,0.7444,1,0.7444
1910,"MSW","MSW",NA,0.6942,1,0.6942
1910,"nuclear","nuclear",NA,0.9168,1,0.9168
1910,"petroleum","CC",NA,NA,1,NA
1910,"petroleum","CT",NA,NA,1,NA
1910,"petroleum","ST",NA,NA,1,NA
1910,"solar","PV",NA,0.2595,1,0.2595
1910,"solar","solar_thermal",NA,0.21475,1,0.21475
1910,"water","hydro","1482",0.847272322425165,0,NA
1910,"water","hydro","293",0.505047141890749,0,NA
1910,"water","hydro","3272",0.362903301576564,0,NA
1910,"water","hydro","3658",0.285706354995904,0,NA
1910,"water","hydro","3866",1,0,NA
1910,"water","hydro","3975",0.845957089046542,0,NA
1910,"water","hydro","50190",0.345982527416774,0,NA
1910,"water","hydro","701",0.213608162100457,0,NA
1910,"water","hydro","830",0.38656675642977,0,NA
1910,"wind","wind",NA,0.3396,1,0.3396
1911,"biomass","biomass",NA,0.5544,1,0.5544
1911,"coal","coal",NA,0.5648,1,0.5648
1911,"gas","CC",NA,NA,1,NA
1911,"gas","CT",NA,NA,1,NA
1911,"gas","FC",NA,NA,1,NA
1911,"gas","ST",NA,NA,1,NA
1911,"geothermal","geothermal",NA,0.7444,1,0.7444
1911,"MSW","MSW",NA,0.6942,1,0.6942
1911,"nuclear","nuclear",NA,0.9168,1,0.9168
1911,"petroleum","CC",NA,NA,1,NA
1911,"petroleum","CT",NA,NA,1,NA
1911,"petroleum","ST",NA,NA,1,NA
1911,"solar","PV",NA,0.2595,1,0.2595
1911,"solar","solar_thermal",NA,0.21475,1,0.21475
1911,"water","hydro","1700",0.331624763703328,0,NA
1911,"water","hydro","342",0.550181811263318,0,NA
1911,"water","hydro","3849",0.861244080529941,0,NA
1911,"water","hydro","509",0.580548637055486,0,NA
1911,"water","hydro","54857",1,0,NA
1911,"water","hydro","6521",0.240950301105155,0,NA
1911,"water","hydro","6531",0.599301750380517,0,NA
1911,"wind","wind",NA,0.3396,1,0.3396
1912,"biomass","biomass",NA,0.5544,1,0.5544
1912,"coal","coal",NA,0.5648,1,0.5648
1912,"gas","CC",NA,NA,1,NA
1912,"gas","CT",NA,NA,1,NA
1912,"gas","FC",NA,NA,1,NA
1912,"gas","ST",NA,NA,1,NA
1912,"geothermal","geothermal",NA,0.7444,1,0.7444
1912,"MSW","MSW",NA,0.6942,1,0.6942
1912,"nuclear","nuclear",NA,0.9168,1,0.9168
1912,"petroleum","CC",NA,NA,1,NA
1912,"petroleum","CT",NA,NA,1,NA
1912,"petroleum","ST",NA,NA,1,NA
1912,"solar","PV",NA,0.2595,1,0.2595
1912,"solar","solar_thermal",NA,0.21475,1,0.21475
1912,"water","hydro","1704",0.455695077935622,0,NA
1912,"water","hydro","2185",1,0,NA
1912,"water","hydro","2190",1,0,NA
1912,"water","hydro","2579",0.488981736646214,0,NA
1912,"water","hydro","2707",0.544211184120974,0,NA
1912,"water","hydro","3032",0.701405213190694,0,NA
1912,"water","hydro","3412",0.961987503472742,0,NA
1912,"water","hydro","3772",0.483004586441548,0,NA
1912,"water","hydro","3773",0.255490296216435,0,NA
1912,"water","hydro","3854",1,0,NA
1912,"water","hydro","3971",1,0,NA
1912,"water","hydro","3998",1,0,NA
1912,"water","hydro","50047",0.495783077180087,0,NA
1912,"water","hydro","55863",0.670910071029934,0,NA
1912,"water","hydro","58277",0.325942395504039,0,NA
1912,"water","hydro","6083",0.614357401065449,0,NA
1912,"water","hydro","6119",0.740761636052304,0,NA
1912,"wind","wind",NA,0.3396,1,0.3396
1913,"biomass","biomass",NA,0.5544,1,0.5544
1913,"coal","coal",NA,0.5648,1,0.5648
1913,"gas","CC",NA,NA,1,NA
1913,"gas","CT",NA,NA,1,NA
1913,"gas","FC",NA,NA,1,NA
1913,"gas","ST",NA,NA,1,NA
1913,"geothermal","geothermal",NA,0.7444,1,0.7444
1913,"MSW","MSW",NA,0.6942,1,0.6942
1913,"nuclear","nuclear",NA,0.9168,1,0.9168
1913,"petroleum","CC",NA,NA,1,NA
1913,"petroleum","CT",NA,NA,1,NA
1913,"petroleum","ST",NA,NA,1,NA
1913,"solar","PV",NA,0.2595,1,0.2595
1913,"solar","solar_thermal",NA,0.21475,1,0.21475
1913,"water","hydro","1109",0.805071929733269,0,NA
1913,"water","hydro","1488",1,0,NA
1913,"water","hydro","1712",0.517085236977845,0,NA
1913,"water","hydro","1756",0.808615293684657,0,NA
1913,"water","hydro","324",0.447839916939833,0,NA
1913,"water","hydro","327",0.705323540292576,0,NA
1913,"water","hydro","338",0.454877774808772,0,NA
1913,"water","hydro","3413",0.434092485271549,0,NA
1913,"water","hydro","3656",0.384536612548622,0,NA
1913,"water","hydro","3659",0.592174031794351,0,NA
1913,"water","hydro","3681",0.575342465753425,0,NA
1913,"water","hydro","3846",0.917588060429778,0,NA
1913,"water","hydro","4065",0.267450045903699,0,NA
1913,"water","hydro","6047",0.585668329268714,0,NA
1913,"water","hydro","712",1,0,NA
1913,"wind","wind",NA,0.3396,1,0.3396
1914,"biomass","biomass",NA,0.5544,1,0.5544
1914,"coal","coal",NA,0.5648,1,0.5648
1914,"gas","CC",NA,NA,1,NA
1914,"gas","CT",NA,NA,1,NA
1914,"gas","FC",NA,NA,1,NA
1914,"gas","ST",NA,NA,1,NA
1914,"geothermal","geothermal",NA,0.7444,1,0.7444
1914,"MSW","MSW",NA,0.6942,1,0.6942
1914,"nuclear","nuclear",NA,0.9168,1,0.9168
1914,"petroleum","CC",NA,NA,1,NA
1914,"petroleum","CT",NA,NA,1,NA
1914,"petroleum","ST",NA,NA,1,NA
1914,"solar","PV",NA,0.2595,1,0.2595
1914,"solar","solar_thermal",NA,0.21475,1,0.21475
1914,"water","hydro","10540",0.594552257737189,0,NA
1914,"water","hydro","1784",1,0,NA
1914,"water","hydro","1900",1,0,NA
1914,"water","hydro","2544",1,0,NA
1914,"water","hydro","2553",0.660649733637747,0,NA
1914,"water","hydro","2560",0.790901277705225,0,NA
1914,"water","hydro","2595",0.513811581112951,0,NA
1914,"water","hydro","289",0.270007593014427,0,NA
1914,"water","hydro","3044",1,0,NA
1914,"water","hydro","3258",0.607670859766824,0,NA
1914,"water","hydro","3655",0.529141042806706,0,NA
1914,"water","hydro","3722",0.283950617283951,0,NA
1914,"water","hydro","3974",1,0,NA
1914,"water","hydro","560",0.523315966124185,0,NA
1914,"water","hydro","6513",0.751393438187046,0,NA
1914,"water","hydro","723",0.692350541532781,0,NA
1914,"wind","wind",NA,0.3396,1,0.3396
1915,"biomass","biomass",NA,0.5544,1,0.5544
1915,"coal","coal",NA,0.5648,1,0.5648
1915,"gas","CC",NA,NA,1,NA
1915,"gas","CT",NA,NA,1,NA
1915,"gas","FC",NA,NA,1,NA
1915,"gas","ST",NA,NA,1,NA
1915,"geothermal","geothermal",NA,0.7444,1,0.7444
1915,"MSW","MSW",NA,0.6942,1,0.6942
1915,"nuclear","nuclear",NA,0.9168,1,0.9168
1915,"petroleum","CC",NA,NA,1,NA
1915,"petroleum","CT",NA,NA,1,NA
1915,"petroleum","ST",NA,NA,1,NA
1915,"solar","PV",NA,0.2595,1,0.2595
1915,"solar","solar_thermal",NA,0.21475,1,0.21475
1915,"water","hydro","1943",0.589098131236259,0,NA
1915,"water","hydro","2194",1,0,NA
1915,"water","hydro","2538",0.322545990132788,0,NA
1915,"water","hydro","2726",0.437207767268812,0,NA
1915,"water","hydro","3290",1,0,NA
1915,"water","hydro","3848",0.494979498648775,0,NA
1915,"water","hydro","3868",0.979265620243531,0,NA
1915,"water","hydro","4011",1,0,NA
1915,"water","hydro","458",0.120205479452055,0,NA
1915,"water","hydro","50178",0.200767595961758,0,NA
1915,"water","hydro","62",0.76116310105524,0,NA
1915,"water","hydro","832",0.663574097135741,0,NA
1915,"wind","wind",NA,0.3396,1,0.3396
1916,"biomass","biomass",NA,0.5544,1,0.5544
1916,"coal","coal",NA,0.5648,1,0.5648
1916,"gas","CC",NA,NA,1,NA
1916,"gas","CT",NA,NA,1,NA
1916,"gas","FC",NA,NA,1,NA
1916,"gas","ST",NA,NA,1,NA
1916,"geothermal","geothermal",NA,0.7444,1,0.7444
1916,"MSW","MSW",NA,0.6942,1,0.6942
1916,"nuclear","nuclear",NA,0.9168,1,0.9168
1916,"petroleum","CC",NA,NA,1,NA
1916,"petroleum","CT",NA,NA,1,NA
1916,"petroleum","ST",NA,NA,1,NA
1916,"solar","PV",NA,0.2595,1,0.2595
1916,"solar","solar_thermal",NA,0.21475,1,0.21475
1916,"water","hydro","115",0.804794530060883,0,NA
1916,"water","hydro","1629",1,0,NA
1916,"water","hydro","1714",0.330760712847856,0,NA
1916,"water","hydro","241",0.428390131014147,0,NA
1916,"water","hydro","2557",1,0,NA
1916,"water","hydro","2559",0.626514233027247,0,NA
1916,"water","hydro","2637",0.412335482138061,0,NA
1916,"water","hydro","3257",0.413452644396334,0,NA
1916,"water","hydro","6484",1,0,NA
1916,"water","hydro","6576",0.613699783220331,0,NA
1916,"wind","wind",NA,0.3396,1,0.3396
1917,"biomass","biomass",NA,0.5544,1,0.5544
1917,"coal","coal",NA,0.5648,1,0.5648
1917,"gas","CC",NA,NA,1,NA
1917,"gas","CT",NA,NA,1,NA
1917,"gas","FC",NA,NA,1,NA
1917,"gas","ST",NA,NA,1,NA
1917,"geothermal","geothermal",NA,0.7444,1,0.7444
1917,"MSW","MSW",NA,0.6942,1,0.6942
1917,"nuclear","nuclear",NA,0.9168,1,0.9168
1917,"petroleum","CC",NA,NA,1,NA
1917,"petroleum","CT",NA,NA,1,NA
1917,"petroleum","ST",NA,NA,1,NA
1917,"solar","PV",NA,0.2595,1,0.2595
1917,"solar","solar_thermal",NA,0.21475,1,0.21475
1917,"water","hydro","1722",0.716380815388822,0,NA
1917,"water","hydro","1757",0.90523090215159,0,NA
1917,"water","hydro","1898",0.684889232411635,0,NA
1917,"water","hydro","1901",1,0,NA
1917,"water","hydro","2571",1,0,NA
1917,"water","hydro","2617",1,0,NA
1917,"water","hydro","276",0.389738014319714,0,NA
1917,"water","hydro","332",0.223393833416915,0,NA
1917,"water","hydro","357",0.894280131820208,0,NA
1917,"water","hydro","3634",0.24167704441677,0,NA
1917,"water","hydro","3716",0.391510229931225,0,NA
1917,"water","hydro","3724",0.261290565642647,0,NA
1917,"water","hydro","3725",0.308758030782003,0,NA
1917,"water","hydro","3743",0.398227897368993,0,NA
1917,"water","hydro","3862",1,0,NA
1917,"water","hydro","4015",0.422010771726782,0,NA
1917,"water","hydro","4017",0.365092954990215,0,NA
1917,"water","hydro","466",0.132045334163553,0,NA
1917,"water","hydro","50010",0.612390557580328,0,NA
1917,"water","hydro","6525",0.299972602739726,0,NA
1917,"water","hydro","7802",0.373401826484018,0,NA
1917,"water","hydro","826",0.375220700152207,0,NA
1917,"water","hydro","829",0.494417808219178,0,NA
1917,"water","hydro","986",1,0,NA
1917,"wind","wind",NA,0.3396,1,0.3396
1918,"biomass","biomass",NA,0.5544,1,0.5544
1918,"coal","coal",NA,0.5648,1,0.5648
1918,"gas","CC",NA,NA,1,NA
1918,"gas","CT",NA,NA,1,NA
1918,"gas","FC",NA,NA,1,NA
1918,"gas","ST",NA,NA,1,NA
1918,"geothermal","geothermal",NA,0.7444,1,0.7444
1918,"MSW","MSW",NA,0.6942,1,0.6942
1918,"nuclear","nuclear",NA,0.9168,1,0.9168
1918,"petroleum","CC",NA,NA,1,NA
1918,"petroleum","CT",NA,NA,1,NA
1918,"petroleum","ST",NA,NA,1,NA
1918,"solar","PV",NA,0.2595,1,0.2595
1918,"solar","solar_thermal",NA,0.21475,1,0.21475
1918,"water","hydro","1472",0.91648697256046,0,NA
1918,"water","hydro","1498",0.410794627568493,0,NA
1918,"water","hydro","1634",0.951228677098415,0,NA
1918,"water","hydro","1637",0.485376226277112,0,NA
1918,"water","hydro","1698",0.340001591984223,0,NA
1918,"water","hydro","1705",0.381626173497191,0,NA
1918,"water","hydro","1947",0.917652552926525,0,NA
1918,"water","hydro","2186",0.798118697916667,0,NA
1918,"water","hydro","2550",1,0,NA
1918,"water","hydro","2564",0.998608092462376,0,NA
1918,"water","hydro","278",0.424486606597807,0,NA
1918,"water","hydro","318",1,0,NA
1918,"water","hydro","328",1,0,NA
1918,"water","hydro","3867",1,0,NA
1918,"water","hydro","3973",0.659668877460508,0,NA
1918,"water","hydro","474",0.548145460047887,0,NA
1918,"water","hydro","54051",0.981779212872364,0,NA
1918,"water","hydro","721",0.30504099211291,0,NA
1918,"water","hydro","736",1,0,NA
1918,"wind","wind",NA,0.3396,1,0.3396
1919,"biomass","biomass",NA,0.5544,1,0.5544
1919,"coal","coal",NA,0.5648,1,0.5648
1919,"gas","CC",NA,NA,1,NA
1919,"gas","CT",NA,NA,1,NA
1919,"gas","FC",NA,NA,1,NA
1919,"gas","ST",NA,NA,1,NA
1919,"geothermal","geothermal",NA,0.7444,1,0.7444
1919,"MSW","MSW",NA,0.6942,1,0.6942
1919,"nuclear","nuclear",NA,0.9168,1,0.9168
1919,"petroleum","CC",NA,NA,1,NA
1919,"petroleum","CT",NA,NA,1,NA
1919,"petroleum","ST",NA,NA,1,NA
1919,"solar","PV",NA,0.2595,1,0.2595
1919,"solar","solar_thermal",NA,0.21475,1,0.21475
1919,"water","hydro","1852",0.216920869655459,0,NA
1919,"water","hydro","1941",1,0,NA
1919,"water","hydro","230",0.36267717741318,0,NA
1919,"water","hydro","235",0.676521239065852,0,NA
1919,"water","hydro","2555",1,0,NA
1919,"water","hydro","2586",0.618987437509841,0,NA
1919,"water","hydro","2607",0.405411289353521,0,NA
1919,"water","hydro","2619",0.930984341358006,0,NA
1919,"water","hydro","2763",1,0,NA
1919,"water","hydro","3012",0.30091799847793,0,NA
1919,"water","hydro","3270",0.444482967338129,0,NA
1919,"water","hydro","3712",0.775879671549642,0,NA
1919,"water","hydro","54894",0.813796491061466,0,NA
1919,"water","hydro","6544",0.582365914295227,0,NA
1919,"water","hydro","820",1,0,NA
1919,"water","hydro","827",0.623073582091847,0,NA
1919,"wind","wind",NA,0.3396,1,0.3396
1920,"biomass","biomass",NA,0.5544,1,0.5544
1920,"coal","coal",NA,0.5648,1,0.5648
