"yr","plntcode","overnightcategory","fuel.general","overnight.lev","om.fixed.lev","om.var","marginal.cost","nameplate","generation"
1996,"10","coal","coal",40.8499300978668,10.6943902324732,3.21170871013803,0.0050019503571612,568.48,3639123
1996,"100","hydro","water",206.363070915274,7.44097611473344,5.40919361707458,0,1.4,3244
1996,"1001","coal","coal",55.4538126889748,14.5176432702229,3.21170871013803,0.0050019503571612,1062,5008019
1996,"1004","coal","coal",112.317440719044,29.4043720046624,3.21170871013803,0.0050019503571612,109.25,254359
1996,"1005","hydro","water",91.688268743614,3.30606738258224,5.40919361707458,0,64.8,337945
1996,"1007","coal","coal",138.376268097582,36.2264955265164,3.21170871013803,0.0050019503571612,100,188978
1996,"1008","coal","coal",59.0926876499513,15.4702899148224,3.21170871013803,0.0050019503571612,600,2655158
1996,"1010","coal","coal",79.6248776455373,20.8455562032596,3.21170871013803,0.0050019503571612,972.75,3194665
1996,"1012","coal","coal",49.9259135051081,13.0704557010787,3.21170871013803,0.0050019503571612,414.93,2173310
1996,"1024","coal","coal",1720.46185973472,450.411799090215,3.21170871013803,0.0050019503571612,72.45,11012
1996,"1032","coal","coal",71.8422297181412,18.8080821175483,3.21170871013803,0.0050019503571612,43,156517
1996,"1037","coal","coal",2997.14273840056,784.643056918053,3.21170871013803,0.0050019503571612,32,2792
1996,"1040","coal","coal",75.8936784106032,19.8687393382639,3.21170871013803,0.0050019503571612,157.5,542685
1996,"1043","coal","coal",56.9284320777506,14.9036942414279,3.21170871013803,0.0050019503571612,233.2,1071204
1996,"1046","coal","coal",119.000432350067,31.1539593418081,3.21170871013803,0.0050019503571612,81.25,178545
1996,"1047","coal","coal",29.8516785303024,7.81508067535389,3.21170871013803,0.0050019503571612,64,910129
1996,"1048","coal","coal",61.2924059125373,16.0461696151116,3.21170871013803,0.0050019503571612,218.45,932005
1996,"1053","hydro","water",134.017016745906,4.83234435381872,5.40919361707458,0,0.25,892
1996,"1058","coal","coal",248.514768338427,65.0604273930594,3.21170871013803,0.0050019503571612,74.75,78656
1996,"1065","hydro","water",208.741525064407,7.52673768261084,5.40919361707458,0,0.54,1237
1996,"1067","hydro","water",115.803684944353,4.17561363982043,5.40919361707458,0,1.2,4955
1996,"1073","coal","coal",74.3724859951062,19.470495687148,3.21170871013803,0.0050019503571612,221.75,779694
1996,"1077","coal","coal",78.1585390815984,20.4616731273738,3.21170871013803,0.0050019503571612,156.6,523948
1996,"1081","coal","coal",29.8516785303024,7.81508067535389,3.21170871013803,0.0050019503571612,5,488662
1996,"1091","coal","coal",29.8516785303024,7.81508067535389,3.21170871013803,0.0050019503571612,349.2,8832896
