"yr","plntcode","overnightcategory","fuel.general","capacityfactor"
2002,"10812","CC","gas",1
2002,"10823","CT","gas",0.244025875190259
2002,"10829","CT","gas",0.276989644487932
2002,"10836","biomass","biomass",0.683683953033268
2002,"10867","coal","coal",0.665834815510384
2002,"10874","geothermal","geothermal",0.982194368340944
2002,"2322","CT","gas",1
2002,"3494","CT","gas",1
2002,"50037","hydro","water",0.20830887964775
2002,"50039","coal","coal",0.80815366289458
2002,"50043","CC","gas",1
2002,"50071","MSW","MSW",0.691470169922898
2002,"50109","CC","gas",1
2002,"50111","biomass","biomass",0.520831215753425
2002,"50215","MSW","MSW",0.694239069243761
2002,"50223","hydro","water",0.286772260273973
2002,"50260","CT","gas",0.679660578386606
2002,"50261","hydro","water",0.234075371004566
2002,"50263","CT","gas",0.549961967275495
2002,"50278","hydro","water",0.423068775596667
2002,"50292","CT","petroleum",1
2002,"50293","biomass","biomass",0.698390650445445
2002,"50360","hydro","water",0.390284119736175
2002,"50411","CT","gas",0.721450315285932
2002,"50451","CC","gas",0.28971421166175
2002,"50475","CT","gas",0.709772296975772
2002,"50493","CT","gas",0.823568842431677
2002,"50494","CT","gas",0.824647013221563
2002,"50495","CT","gas",0.838127683500307
2002,"50558","CC","gas",1
2002,"50572","CT","gas",0.837582445459158
2002,"50573","CT","gas",0.603310502283105
2002,"50615","CC","gas",0.629979881549799
2002,"50649","MSW","MSW",0.714397246843943
2002,"50650","biomass","biomass",0.822574762946754
2002,"50661","MSW","MSW",0.812053325392099
2002,"50751","CT","gas",0.946992261432069
2002,"50762","geothermal","geothermal",0.511716768138001
2002,"50772","biomass","biomass",0.867199391171994
2002,"50821","wind","wind",0.236677549467275
2002,"50822","wind","wind",0.237575159817352
2002,"50823","wind","wind",0.250844634703196
2002,"50827","hydro","water",0.263246765601218
2002,"50852","CC","gas",1
2002,"50860","MSW","MSW",0.648782343987823
2002,"50873","MSW","MSW",0.856392694063927
2002,"50905","CT","gas",0.616301369863014
2002,"51000","coal","coal",0.701501135844749
2002,"52033","hydro","water",0.206620909436834
2002,"52036","hydro","water",0.341146418145071
2002,"52083","CT","gas",1
2002,"52158","geothermal","geothermal",0.626141552511416
2002,"52169","CT","gas",0.952280090153378
2002,"52174","geothermal","geothermal",0.672877412131073
2002,"54004","coal","coal",0.122557077625571
2002,"54004","CT","gas",0.40897118733769
2002,"54006","hydro","water",0.496777528063166
2002,"54148","hydro","water",0.529033485540335
2002,"54262","CT","gas",1
2002,"54555","hydro","water",0.170139152092696
2002,"54604","CT","gas",0.924143835616438
2002,"54618","biomass","biomass",1
2002,"54626","coal","coal",0.532288652599794
2002,"54628","CT","gas",1
2002,"54650","wind","wind",0.300656392694064
2002,"54654","hydro","water",0.164336944366788
2002,"54693","CC","gas",0.27802445046193
2002,"54814","CT","gas",0.885168829608267
2002,"54871","CT","petroleum",0.420091210045662
2002,"54978","biomass","biomass",1
2002,"55184","CT","gas",0.957357490057446
2002,"55185","CT","gas",0.103576851851852
2002,"584","hydro","water",0.460251137747336
2002,"7146","CT","petroleum",0.135120569005294
2002,"7200","hydro","water",0.496318478881279
2002,"7294","CC","gas",1
2002,"7545","hydro","water",0.309793271974886
2002,"791","hydro","water",0.223439878234399
2002,"10002","coal","coal",0.766976365635041
2002,"10047","CT","gas",0.121454268714543
2002,"10125","CT","gas",0.891471053489889
2002,"10179","ST","petroleum",0.7954299847793
2002,"10214","hydro","water",0.536478583111838
2002,"10220","hydro","water",0.533675799086758
2002,"10221","hydro","water",0.520147390451013
2002,"10261","CT","gas",1
2002,"10343","coal","coal",0.49287522334723
2002,"10347","biomass","biomass",0.17896496194825
2002,"10367","coal","coal",0.847360507851654
2002,"10369","coal","coal",0.892515870364183
2002,"10371","coal","coal",0.884090655975053
2002,"10373","coal","coal",0.88981058684255
2002,"10384","coal","coal",0.679903362929139
2002,"10405","CC","gas",1
2002,"10408","CT","gas",0.423452562151192
2002,"10446","solar_thermal","solar",0.120088897610547
2002,"10471","ST","gas",0.781144998707676
2002,"10479","geothermal","geothermal",0.751133942161339
2002,"10481","geothermal","geothermal",0.616514459665145
2002,"10495","coal","coal",0.270594033709374
2002,"10502","biomass","biomass",0.65333035537026
2002,"10525","biomass","biomass",0.808563926940639
2002,"10526","hydro","water",0.573264840182648
2002,"10603","coal","coal",0.667201769406393
2002,"10633","CC","gas",0.232703104793948
2002,"10643","MSW","MSW",0.760386819484241
2002,"10671","coal","coal",0.651149054142205
2002,"10690","CT","gas",0.780104599934692
2002,"10706","hydro","water",0.152511377473364
2002,"10707","hydro","water",0.389292260273973
2002,"10709","hydro","water",0.115504151100042
2002,"10735","hydro","water",0.286863821138211
2002,"10776","CT","gas",0.547323871392929
2002,"10807","hydro","water",0.314212328767123
2002,"10808","hydro","water",0.36688682322244
2002,"10809","hydro","water",0.318072578707042
2002,"10819","CC","gas",1
2002,"10850","CC","gas",1
2002,"10879","geothermal","geothermal",0.392859589041096
2002,"1571","CT","gas",0.454341635533416
2002,"2398","CC","gas",1
2002,"50002","CC","gas",1
2002,"50003","CT","gas",0.925059509628747
2002,"50034","hydro","water",0.457488538812785
2002,"50062","CT","gas",0.118339785586659
2002,"50064","CT","gas",0.832762557077625
2002,"50156","hydro","water",0.136058825627854
2002,"50180","hydro","water",0.203972602739726
2002,"50245","CT","gas",0.960454718417047
2002,"50290","MSW","MSW",1
2002,"50317","CT","gas",0.979289302022179
2002,"50348","CT","gas",0.348988856273103
2002,"50389","CT","gas",0.897470559961548
2002,"50405","CC","gas",0.585130037720866
2002,"50415","CT","petroleum",0.569019933263084
2002,"50450","CC","gas",0.383844048812308
2002,"50555","CC","gas",0.149677828513445
2002,"50578","CT","gas",1
2002,"50629","MSW","MSW",0.663676535572249
2002,"50658","MSW","MSW",0.574027839151569
2002,"50722","CT","gas",1
2002,"50748","CC","gas",1
2002,"50766","geothermal","geothermal",0.453920793818054
2002,"50788","CT","gas",0.816970985540335
2002,"50797","CC","gas",0.730691929259087
2002,"50835","coal","coal",0.421726723744292
2002,"50859","MSW","MSW",0.647477712546206
2002,"50885","MSW","MSW",0.759173189823875
2002,"50896","hydro","water",0.275834420526201
2002,"50897","hydro","water",0.714670636919151
2002,"50898","hydro","water",0.703767116874455
2002,"50925","CT","gas",0.703365753424658
2002,"50961","hydro","water",0.292726706892803
2002,"50968","CC","gas",1
2002,"50971","CT","gas",0.681746777387158
2002,"50991","CT","gas",0.387673223956674
2002,"50997","CT","gas",0.583561643835616
2002,"51030","CC","gas",1
2002,"51035","CT","gas",0.736169676214197
2002,"51038","MSW","MSW",0.419479452054795
2002,"52012","CT","gas",0.567963760714572
2002,"52031","ST","gas",0.188115837539053
2002,"52034","CT","gas",0.91983039791259
2002,"52072","coal","coal",0.234151445966514
2002,"52096","CT","gas",0.895221322493919
2002,"52142","wind","wind",0.34167548417572
2002,"52143","wind","wind",0.359330224424366
2002,"52144","wind","wind",0.348663216641299
2002,"52149","CT","petroleum",0.374713447022645
2002,"52160","wind","wind",0.412577833125778
2002,"52186","CT","gas",0.46589553629671
2002,"52199","CT","gas",0.408342114506498
2002,"52201","CT","gas",0.267913610818405
2002,"54056","CC","gas",0.218670356801529
2002,"54210","coal","coal",0.541873519414976
2002,"54214","coal","coal",0.708098082191781
2002,"54249","hydro","water",0.108312300003595
2002,"54252","CT","gas",0.10325348173516
2002,"54267","hydro","water",0.377520928462709
2002,"54340","hydro","water",0.423095005707763
2002,"54342","hydro","water",0.60226902587519
2002,"54343","hydro","water",0.200167888799355
2002,"54385","hydro","water",0.429521540599563
2002,"54387","hydro","water",0.338881809493469
2002,"54410","CC","gas",1
2002,"54418","hydro","water",0.764514024787997
2002,"54443","CT","gas",0.8462899543379
2002,"54447","CT","gas",0.892583105022831
2002,"54459","CT","gas",0.527270421106038
2002,"54477","CT","gas",0.159476338729763
2002,"54630","CT","gas",0.422474653966895
2002,"54634","coal","coal",0.742694964485033
2002,"54646","CC","petroleum",1
2002,"54655","hydro","water",0.230948756976154
2002,"54678","hydro","water",0.530013912671233
2002,"54806","ST","gas",0.304893835616438
2002,"54951","CT","gas",0.285388127853881
2002,"55034","biomass","biomass",0.386986301369863
2002,"6115","nuclear","nuclear",0.854290932286267
2002,"7030","coal","coal",1
2002,"7113","hydro","water",0.399612563996126
2002,"7131","CT","gas",0.830463144161774
2002,"805","hydro","water",0.440860344716702
2002,"8063","CT","gas",0.968236684441176
2002,"808","hydro","water",0.368645357686454
2002,"10097","CT","gas",1
2002,"10287","geothermal","geothermal",0.693184260005372
2002,"10300","biomass","biomass",0.625476161092599
2002,"10307","CT","gas",1
2002,"10307","ST","gas",1
2002,"10308","CC","gas",1
2002,"10403","CC","gas",1
2002,"10435","MSW","MSW",0.522393998695369
2002,"10503","MSW","MSW",0.625121765601218
2002,"10620","CC","gas",0.287159439858876
2002,"10641","coal","coal",0.853848662752772
2002,"10646","MSW","MSW",0.943506822296074
2002,"10650","CT","gas",0.874837105419893
2002,"10729","CT","gas",0.496029062024353
2002,"10743","coal","coal",0.350287624841773
2002,"10746","MSW","MSW",0.70275367833587
2002,"10866","CC","gas",0.840672040578961
2002,"3797","CC","gas",1
2002,"50131","CT","gas",0.86019549086758
2002,"50202","coal","coal",0.28489481409002
2002,"50331","CT","gas",0.172678843226788
2002,"50449","CC","gas",1
2002,"50513","hydro","water",0.348934550989346
2002,"50536","wind","wind",0.318730664861559
2002,"50561","CC","gas",0.966203389142567
2002,"50575","CT","gas",1
2002,"50612","CT","gas",0.950750248163589
2002,"50639","biomass","biomass",0.28322580924225
2002,"50640","biomass","biomass",0.531724847792999
2002,"50656","MSW","MSW",0.73017775603392
2002,"50666","MSW","MSW",0.476246926589392
2002,"50744","CC","gas",0.227877814762657
2002,"50754","wind","wind",1
2002,"50799","CC","gas",0.198722588041625
2002,"50864","CT","gas",0.836252958473786
2002,"50865","CT","gas",0.795477224706835
2002,"50886","MSW","MSW",0.640814892869687
2002,"50887","MSW","MSW",0.708791683962917
2002,"52056","CC","gas",1
2002,"52091","CT","gas",0.574463406900051
2002,"52119","CT","gas",1
2002,"52198","CT","gas",0.422432106896148
2002,"52198","ST","gas",1
2002,"54033","MSW","MSW",0.745886358109751
2002,"54203","CT","gas",0.687078685583823
2002,"54216","biomass","biomass",0.6770719543379
2002,"54271","CC","gas",1
2002,"54276","coal","coal",0.373226814253099
2002,"54305","CT","petroleum",0.359433374844334
2002,"54313","CT","gas",0.511415525114155
2002,"54324","CC","gas",1
2002,"54338","biomass","biomass",0.521126301369863
2002,"54391","hydro","water",0.442106979778213
2002,"54429","biomass","biomass",0.639618746277546
2002,"54470","hydro","water",0.25456618286584
2002,"54518","CT","gas",1
2002,"54556","coal","coal",0.54542701674277
2002,"54602","CT","gas",0.690296917808219
2002,"54603","CT","gas",0.580593607305936
2002,"54625","MSW","MSW",0.766316021565029
2002,"54865","hydro","water",0.404378223207091
2002,"54981","hydro","water",0.66061301369863
2002,"564","coal","coal",1
2002,"6019","coal","coal",0.777197792870358
2002,"6096","coal","coal",0.718474510232627
2002,"6301","CT","petroleum",1
2002,"6555","CT","petroleum",0.507175309849968
2002,"7042","hydro","water",0.179794425418569
2002,"7132","hydro","water",0.186263318112633
2002,"7182","CT","petroleum",0.419823126510878
2002,"7367","hydro","water",0.439315612089585
2002,"7431","hydro","water",0.643482613277134
2002,"7657","hydro","water",0.703065883887802
2002,"7693","CT","gas",0.299460317128856
2002,"10099","CC","gas",0.342366264364889
2002,"10151","coal","coal",0.557371065401297
2002,"10188","CC","gas",0.611056735159817
2002,"10190","CC","gas",1
2002,"10194","CT","gas",0.517706747843734
2002,"10319","CT","gas",1
2002,"10354","biomass","biomass",0.643982634564826
2002,"10629","MSW","MSW",0.760192559555414
2002,"10673","coal","coal",0.817746923993972
2002,"10745","CC","gas",1
2002,"10822","biomass","biomass",0.557603340543139
2002,"10840","biomass","biomass",1
2002,"50031","hydro","water",0.326560083713851
2002,"50035","MSW","MSW",0.490536529680365
2002,"50095","biomass","biomass",0.50101334738321
2002,"50112","biomass","biomass",1
2002,"50173","CT","gas",0.703729147640792
2002,"50245","biomass","biomass",0.609831763224563
2002,"50350","hydro","water",0.306176399903869
2002,"50405","CT","gas",1
2002,"50566","CT","gas",1
2002,"50576","CT","gas",1
2002,"50610","CT","gas",1
2002,"50776","coal","coal",0.748152870883124
2002,"51026","biomass","biomass",0.930859084634172
2002,"52007","coal","coal",0.514737295941364
2002,"52019","CC","gas",0.736673255819608
2002,"52026","CC","gas",1
2002,"52051","CT","gas",0.873073701484018
2002,"52109","CT","gas",0.672397533808919
2002,"54041","CC","gas",1
2002,"54061","biomass","biomass",0.631445074150402
2002,"54081","coal","coal",0.455946964315914
2002,"54144","coal","coal",0.838943335477686
2002,"54253","CT","gas",0.657121212121212
2002,"54268","CC","gas",1
2002,"54349","CC","gas",1
2002,"54350","CC","gas",1
2002,"54372","CC","gas",0.990414694894147
2002,"54422","CT","petroleum",0.109935189276771
2002,"54425","CT","gas",0.115696347031963
2002,"54445","CT","gas",0.505479337899543
2002,"54514","hydro","water",0.293291095890411
2002,"54516","CT","gas",0.630815300112501
2002,"54526","biomass","biomass",0.450377632063018
2002,"54539","CT","gas",0.826198487442922
2002,"54567","CT","gas",0.813736681887367
2002,"54571","CC","gas",0.125329005270297
2002,"54593","CC","gas",0.178666487329112
2002,"54605","CT","gas",0.60157605925454
2002,"54620","biomass","biomass",0.666451040081177
2002,"54637","CT","gas",0.816125760049211
2002,"54659","CT","gas",0.911315639269406
2002,"54665","geothermal","geothermal",0.611710510364893
2002,"54666","geothermal","geothermal",0.596547056208833
2002,"54750","wind","wind",0.325077741380451
2002,"54763","biomass","biomass",1
2002,"54768","CT","gas",0.937373188405797
2002,"54788","CT","gas",0.21442151826484
2002,"54829","CT","gas",0.899170860370103
2002,"55000","hydro","water",0.704566210045662
2002,"6046","CT","gas",0.103542783402819
2002,"6065","coal","coal",0.630123149301231
2002,"6145","nuclear","nuclear",1
2002,"6304","CT","petroleum",0.643468244084683
2002,"6567","CT","petroleum",1
2002,"6637","CT","petroleum",1
2002,"7130","CT","petroleum",0.395069073601114
2002,"7307","ST","gas",0.423257229832572
2002,"7317","hydro","water",0.254813546423135
2002,"7453","hydro","water",0.355653869913423
2002,"7463","CT","petroleum",0.650256706621005
2002,"794","hydro","water",0.33235485975212
2002,"796","hydro","water",0.21765601217656
2002,"9095","hydro","water",0.807548130322103
2002,"10155","hydro","water",0.249124771689498
2002,"10180","CT","gas",0.454094368340944
2002,"10252","biomass","biomass",0.474729632299928
2002,"10416","CT","gas",0.778055232558139
2002,"10725","CC","gas",1
2002,"10726","CC","gas",1
2002,"10751","CC","gas",0.287988250007271
2002,"10797","coal","coal",0.487133447488584
2002,"10803","CC","gas",0.241534416716099
2002,"10860","coal","coal",1
2002,"299","geothermal","geothermal",0.809830523357921
2002,"50234","CT","gas",1
2002,"50270","CC","gas",1
2002,"50277","biomass","biomass",0.641987112625455
2002,"50362","hydro","water",0.127625587084149
2002,"50385","CC","gas",0.253878351481091
2002,"50404","ST","gas",0.765099085581133
2002,"50427","CT","gas",1
2002,"50459","CC","gas",0.381586457582312
2002,"50463","CT","gas",0.811460931643154
2002,"50563","CT","gas",1
2002,"50625","CC","gas",1
2002,"50693","CT","gas",1
2002,"50696","CT","gas",0.334490106544901
2002,"50855","CC","gas",0.331395024643723
2002,"50881","biomass","biomass",1
2002,"50949","CC","gas",0.810116999202423
2002,"50951","coal","coal",0.768209825603785
2002,"50972","hydro","water",0.238299015410959
2002,"50974","coal","coal",0.798890271127762
2002,"50978","CC","gas",0.161588340894024
2002,"52073","CC","gas",1
2002,"52099","CT","gas",0.505890410958904
2002,"52099","ST","gas",0.32648401826484
2002,"54131","CC","gas",0.33521286961117
2002,"54306","hydro","water",0.319104683083279
2002,"54311","CT","gas",0.491286529680365
2002,"54355","hydro","water",0.404779299847793
2002,"54392","CT","gas",0.892028110730593
2002,"544","CT","gas",0.249589837527875
2002,"54415","biomass","biomass",0.550342465753425
2002,"54423","CC","gas",0.924474770024583
2002,"54424","CC","gas",1
2002,"54466","CT","gas",0.802533798907691
2002,"54476","CC","gas",1
2002,"54534","CT","gas",0.341189833467634
2002,"54550","CC","gas",1
2002,"54558","hydro","water",0.311974285027638
2002,"54638","biomass","biomass",0.310855842846271
2002,"54667","CC","gas",0.145077583291054
2002,"54668","hydro","water",0.482952841197362
2002,"54689","geothermal","geothermal",0.608849227256761
2002,"54707","CT","gas",0.848730370865353
2002,"54723","CT","gas",0.91060227597032
2002,"54724","geothermal","geothermal",0.57169901065449
2002,"54729","hydro","water",0.276007544173119
2002,"54767","CT","gas",0.627602739726027
2002,"54790","CT","gas",1
2002,"54798","CT","gas",0.272015655577299
2002,"54805","CC","gas",0.645427479349443
2002,"54827","hydro","water",0.288757892079382
2002,"54974","biomass","biomass",0.676671090182648
2002,"55033","CT","gas",0.497532724505327
2002,"55587","CT","gas",0.71061649543379
2002,"55590","CT","gas",0.52288801369863
2002,"55595","CT","gas",0.589794520547945
2002,"55752","CT","gas",0.889768835616438
2002,"6190","coal","coal",0.59302896024615
2002,"6319","CT","petroleum",0.667522545662101
2002,"6358","CC","gas",0.127832967339398
2002,"6358","CT","gas",0.167461187214612
2002,"6579","CT","gas",0.163812785388128
2002,"690","hydro","water",0.648299086757991
2002,"7015","hydro","water",0.499429128614916
2002,"7135","hydro","water",0.456487118777834
2002,"7164","hydro","water",0.137137559931507
2002,"7179","hydro","water",0.494385914998244
2002,"7264","CT","petroleum",0.627809975412715
2002,"7338","hydro","water",0.164684516396845
2002,"7464","CT","petroleum",0.391872054794521
2002,"7488","CT","petroleum",0.685159817351598
2002,"7503","CT","petroleum",0.18140296803653
2002,"7870","CC","gas",1
2002,"10043","coal","coal",0.547786237216499
2002,"10050","CT","gas",0.354485540334855
2002,"10186","ST","petroleum",0.5892100456621
2002,"10213","CC","gas",1
2002,"10275","CT","gas",1
2002,"10339","CT","gas",0.671371246713712
2002,"10403","CT","gas",1
2002,"10418","ST","gas",1
2002,"10521","CC","gas",1
2002,"10549","CT","gas",1
2002,"10566","coal","coal",0.693965793479132
2002,"10567","CC","gas",1
2002,"10621","CC","gas",0.316746919920147
2002,"10672","coal","coal",0.659390442234315
2002,"10683","CC","gas",0.826206343329631
2002,"10763","geothermal","geothermal",0.440684931506849
2002,"10811","CC","gas",1
2002,"10864","coal","coal",1
2002,"10869","biomass","biomass",0.462202452054795
2002,"2336","CT","gas",1
2002,"3628","CT","gas",0.344788735913165
2002,"4204","hydro","water",0.248549277016743
2002,"50251","biomass","biomass",0.611117906066536
2002,"50296","biomass","biomass",0.526831984018265
2002,"50397","biomass","biomass",0.809532763432949
2002,"50541","CC","gas",0.148211369339257
2002,"50662","MSW","MSW",0.640246228541703
2002,"50707","CC","gas",0.589357096585613
2002,"50721","CT","gas",1
2002,"50960","MSW","MSW",0.762696600710299
2002,"52076","CT","gas",0.891493055555555
2002,"52118","biomass","biomass",0.353037961694571
2002,"54034","CC","gas",0.406608719391642
2002,"54035","coal","coal",0.816279014720579
2002,"54076","CC","gas",0.266865619361537
2002,"54096","CC","gas",1
2002,"54114","CC","gas",1
2002,"54321","CC","gas",1
2002,"54426","CC","gas",0.604885546303757
2002,"54529","biomass","biomass",0.338471531473887
2002,"54537","CC","gas",1
2002,"54541","CT","gas",0.653611989228428
2002,"54541","CT","petroleum",0.418598524762908
2002,"54547","CC","gas",0.72253739646974
2002,"54574","CC","gas",1
2002,"54640","CC","gas",0.399641021222825
2002,"54658","CC","gas",1
2002,"54663","CT","gas",1
2002,"54676","CC","gas",1
2002,"54694","CC","gas",1
2002,"54746","MSW","MSW",0.757821669365271
2002,"54748","CT","gas",0.728598173515982
2002,"54749","CC","gas",1
2002,"54769","CT","gas",0.8114618293379
2002,"54772","hydro","water",0.545761382436636
2002,"54781","CT","gas",0.787849600456621
2002,"54794","wind","wind",0.330320468714164
2002,"54807","CC","gas",0.311853176201988
2002,"54812","hydro","water",0.311969830397913
2002,"54844","CC","gas",0.11509083778706
2002,"54860","hydro","water",0.256293903492534
2002,"54872","hydro","water",0.208561529680365
2002,"54903","CT","gas",0.795471841704718
2002,"54931","wind","wind",0.342335879873551
2002,"54938","CT","gas",0.362347792998478
2002,"54940","CT","gas",0.182420433789954
2002,"60","coal","coal",0.724930728858088
2002,"7127","hydro","water",0.216493650114155
2002,"7238","CT","gas",1
2002,"7314","CC","gas",1
2002,"7345","CT","gas",0.977344164808325
2002,"7427","hydro","water",0.375880626223092
2002,"745","hydro","water",0.369135278729072
2002,"7482","CT","petroleum",0.353881183409437
2002,"7485","CT","petroleum",1
2002,"7541","hydro","water",0.331075596144089
2002,"759","hydro","water",0.126847722204524
2002,"7807","hydro","water",0.208125778331258
2002,"789","CT","petroleum",0.325969483568075
2002,"10091","CC","gas",0.222867948895346
2002,"10136","CT","gas",1
2002,"10143","coal","coal",0.25670564141145
2002,"10334","MSW","MSW",0.537040422069776
2002,"10532","CT","gas",1
2002,"10617","CC","gas",0.250451114443287
2002,"10639","ST","gas",1
2002,"10649","CT","gas",0.731923019654556
2002,"10682","CC","gas",0.384443752594438
2002,"10865","coal","coal",1
2002,"50006","CC","gas",1
2002,"50285","hydro","water",0.351978691019787
2002,"50304","CT","gas",0.826726697108067
2002,"50458","CC","gas",0.801681965023452
2002,"50657","MSW","MSW",0.613675394997373
2002,"50858","MSW","MSW",0.805070067705873
2002,"50888","coal","coal",0.386196585565324
2002,"50931","coal","coal",0.587855637513172
2002,"50976","coal","coal",0.604756566116619
2002,"54091","CT","gas",0.889566210045662
2002,"54149","CT","gas",0.860349266491791
2002,"54333","CC","gas",1
2002,"54365","CC","gas",0.82681829425647
2002,"54416","ST","gas",1
2002,"54524","hydro","water",0.472048588846789
2002,"54536","CT","gas",1
2002,"54562","CT","gas",0.222275382755842
2002,"54595","CT","gas",0.413242199391172
2002,"54751","biomass","biomass",0.57073579561875
2002,"54755","coal","coal",0.734845532935173
2002,"54758","MSW","MSW",0.875234565584537
2002,"54890","CT","gas",1
2002,"54907","CT","gas",0.683224557379168
2002,"54912","CC","gas",1
2002,"54913","CT","gas",0.639187214611872
2002,"54915","CC","gas",1
2002,"54918","CT","gas",0.926369886796043
2002,"54953","hydro","water",0.487769821502698
2002,"54966","wind","wind",0.26874728201783
2002,"55035","CT","gas",0.272171803652968
2002,"55037","CT","gas",0.864293759512938
2002,"55084","CT","gas",0.756058903002182
2002,"55134","CT","gas",0.60578196347032
2002,"55778","CT","gas",0.392694041974008
2002,"55799","CT","gas",0.862701392478677
2002,"622","hydro","water",0.529095999130246
2002,"6314","CT","petroleum",0.566438812785388
2002,"6323","CT","petroleum",0.557458143074581
2002,"6330","CT","petroleum",0.711986301369863
2002,"7153","CC","gas",0.624747506266837
2002,"7213","coal","coal",1
2002,"7296","CT","gas",1
2002,"7325","CT","gas",0.858694695534226
2002,"7350","CC","gas",1
2002,"7384","ST","gas",0.269341161121983
2002,"7504","coal","coal",1
2002,"7527","CC","gas",1
2002,"7527","CT","gas",0.881229917131744
2002,"7752","hydro","water",0.507153703703704
2002,"7789","hydro","water",0.297990496122345
2002,"10","CT","gas",0.11619133688483
2002,"10472","CT","gas",1
2002,"10554","CC","gas",1
2002,"10692","CT","gas",1
2002,"130","coal","coal",1
2002,"399","CT","gas",0.505774150717316
2002,"50152","CC","gas",1
2002,"50153","CC","gas",0.987725932267884
2002,"50271","MSW","MSW",0.872669863013699
2002,"50413","MSW","MSW",0.509856331440027
2002,"50482","biomass","biomass",1
2002,"50569","CT","gas",0.597355422374429
2002,"50577","CT","gas",1
2002,"50651","coal","coal",0.854032582234688
2002,"50654","geothermal","geothermal",0.806316590563166
2002,"50709","CT","gas",0.495035789213871
2002,"50826","wind","wind",0.131984445842813
2002,"50932","CT","gas",0.33884830035515
2002,"50949","CT","gas",1
2002,"50985","CT","gas",0.545417482061318
2002,"52028","geothermal","geothermal",0.237315720808872
2002,"52149","CT","gas",1
2002,"52204","CT","gas",1
2002,"54304","coal","coal",0.564531083993162
2002,"54556","CT","gas",1
2002,"54578","CT","gas",0.94224182253249
2002,"54579","CT","gas",0.937818328503688
2002,"54761","CC","gas",1
2002,"54761","CT","gas",1
2002,"54761","ST","gas",1
2002,"54817","CC","gas",1
2002,"54832","CC","gas",0.475892450574887
2002,"54870","CT","petroleum",0.46118727029736
2002,"54914","CC","gas",1
2002,"54934","CT","gas",1
2002,"54937","CT","gas",1
2002,"54970","CT","gas",1
2002,"54975","CT","gas",1
2002,"54984","CT","gas",0.63158295281583
2002,"54987","CT","gas",0.11765601217656
2002,"54992","ST","petroleum",1
2002,"54995","ST","gas",0.449495960660344
2002,"54996","geothermal","geothermal",0.74157713313636
2002,"55004","CT","gas",0.244373776908023
2002,"55005","CT","gas",0.234703310502283
2002,"55036","CT","gas",0.200452511415525
2002,"55038","CT","gas",0.251236681887367
2002,"55044","ST","gas",0.433200152207002
2002,"55557","ST","gas",0.655521646555303
2002,"55591","CT","gas",0.490582248858447
2002,"55598","CC","gas",1
2002,"55753","CT","gas",0.881135809075343
2002,"55776","CT","gas",0.615525228310502
2002,"6071","coal","coal",0.772888319423372
2002,"6137","CT","gas",0.10656560950103
2002,"6339","CT","petroleum",0.194063926940639
2002,"6348","CT","petroleum",0.488584474885845
2002,"6504","CC","petroleum",1
2002,"7028","CT","gas",0.839515279241307
2002,"7072","hydro","water",0.208523592085236
2002,"7210","coal","coal",0.886422500812464
2002,"7242","coal","coal",0.547298489035217
2002,"7266","CT","gas",0.26582273320287
2002,"7268","CT","gas",0.137826404949693
2002,"7307","CT","gas",0.211100862759388
2002,"7462","CT","petroleum",0.488258561643836
2002,"7549","coal","coal",0.246969696969697
2002,"7595","CT","gas",0.485048198883815
2002,"7627","biomass","biomass",0.656536747118939
2002,"7704","ST","gas",0.224554794520548
2002,"8049","CT","gas",0.171473382682436
2002,"8223","coal","coal",1
2002,"955","hydro","water",0.517048185532324
2002,"10761","CC","gas",0.809639470528206
2002,"10820","CT","gas",0.39982496194825
2002,"1355","CT","gas",0.126834102063336
2002,"50292","CC","gas",1
2002,"50733","ST","gas",0.522315763351201
2002,"52152","CT","gas",0.604699165058027
2002,"54341","hydro","water",0.472334474885845
2002,"54458","CT","gas",0.540867579908676
2002,"54520","CT","gas",0.279578226387888
2002,"54549","CT","gas",1
2002,"54661","CT","gas",1
2002,"54785","CC","gas",1
2002,"54803","CT","petroleum",0.852332028701892
2002,"54944","CC","gas",0.784358352359208
2002,"55006","CT","gas",0.528424733637747
2002,"55010","CC","gas",0.363707945523682
2002,"55011","CC","gas",0.525480894397333
2002,"55013","CT","gas",1
2002,"55014","CT","gas",1
2002,"55040","CC","gas",0.410191271894482
2002,"55051","CT","gas",0.689954143910228
2002,"55073","CT","gas",0.734018122146119
2002,"55074","CT","gas",0.447526636225266
2002,"55092","ST","gas",0.860638346939717
2002,"55094","CT","gas",0.796143710759132
2002,"55095","CT","gas",0.334760273972603
2002,"55096","CC","gas",1
2002,"55584","CT","gas",0.519901046423136
2002,"55586","CT","gas",0.453158295281583
2002,"55592","CC","gas",0.631570776255708
2002,"55594","CT","gas",0.823130636415525
2002,"55761","CT","gas",0.577293482772935
2002,"55767","CT","gas",0.617683686176837
2002,"55768","CT","gas",0.616922651169226
2002,"7233","hydro","water",0.273021308980213
2002,"7381","wind","wind",0.197336377473364
2002,"7502","CT","petroleum",1
2002,"7511","hydro","water",0.80206953196347
2002,"7551","CC","gas",1
2002,"7552","CC","gas",1
2002,"7699","CC","gas",1
2002,"7705","CT","gas",0.365677321156773
2002,"7723","CT","petroleum",0.278150662100457
2002,"7751","hydro","water",0.534189497716895
2002,"10020","CT","gas",0.814350913242009
2002,"10720","CT","gas",0.769121075913242
