"yr","plntcode","overnightcategory","fuel.general","capacityfactor"
1990,"3012","hydro","water",0.384845890410959
1990,"3270","hydro","water",0.714833557566862
1990,"3404","hydro","water",0.92849137350337
1990,"3712","hydro","water",1
1990,"3867","hydro","water",1
1990,"6544","hydro","water",0.711329908675799
1990,"827","hydro","water",0.743572713435727
1990,"1487","hydro","water",0.421451962547853
1990,"1775","hydro","water",0.415965901066876
1990,"2358","hydro","water",1
1990,"2481","hydro","water",0.45695395738204
1990,"2546","hydro","water",0.829528158295282
1990,"2550","hydro","water",1
1990,"2567","hydro","water",1
1990,"2617","hydro","water",1
1990,"2619","hydro","water",1
1990,"2762","hydro","water",1
1990,"2763","hydro","water",1
1990,"294","hydro","water",0.958824200913242
1990,"317","hydro","water",1
1990,"3635","hydro","water",0.10365296803653
1990,"3714","hydro","water",0.489098173515982
1990,"3719","hydro","water",0.375
1990,"378","hydro","water",0.356998432998029
1990,"4002","hydro","water",1
1990,"6206","hydro","water",0.792773476275561
1990,"6378","hydro","water",0.812523782343988
1990,"1509","hydro","water",1
1990,"1787","hydro","water",1
1990,"1842","hydro","water",0.832552271088681
1990,"1857","hydro","water",0.512393998695369
1990,"2195","hydro","water",1
1990,"235","hydro","water",0.738950237629298
1990,"242","hydro","water",0.279526694766421
1990,"243","hydro","water",0.356038812785388
1990,"244","hydro","water",0.495308219178082
1990,"2581","hydro","water",0.639396245560629
1990,"2646","hydro","water",0.544457128361238
1990,"284","hydro","water",0.582553272450533
1990,"3275","hydro","water",0.707976018116346
1990,"339","hydro","water",0.566987728310502
1990,"364","hydro","water",0.443778538812785
1990,"3713","hydro","water",1
1990,"4044","hydro","water",1
1990,"6459","hydro","water",1
1990,"7911","hydro","water",0.382432107666426
1990,"825","hydro","water",1
1990,"8904","hydro","water",0.65143237660361
1990,"1254","hydro","water",1
1990,"1716","hydro","water",0.579573044473857
1990,"1754","hydro","water",1
1990,"1863","hydro","water",0.596782847694447
1990,"1895","hydro","water",0.513508371385084
1990,"1901","hydro","water",1
1990,"1949","hydro","water",0.481164383561644
1990,"2641","hydro","water",1
1990,"265","hydro","water",0.404503346942159
1990,"274","hydro","water",1
1990,"3647","hydro","water",0.171232876712329
1990,"3729","hydro","water",0.660530821917808
1990,"3892","hydro","water",0.585616438356164
1990,"4045","hydro","water",0.4546867072552
1990,"4066","hydro","water",0.914356806506849
1990,"4070","hydro","water",1
1990,"4077","hydro","water",1
1990,"6456","hydro","water",0.707691210045662
1990,"6529","hydro","water",0.805315902704601
1990,"6572","hydro","water",0.715372907153729
1990,"6573","hydro","water",0.809046612117312
1990,"736","hydro","water",1
1990,"9096","hydro","water",0.875981735159817
1990,"1603","hydro","water",0.694301750380518
1990,"1761","hydro","water",0.479791802565775
1990,"1783","hydro","water",0.56435502283105
1990,"1899","hydro","water",0.570704908675799
1990,"1902","hydro","water",0.615353881278539
1990,"2354","hydro","water",1
1990,"2548","hydro","water",0.481057838660578
1990,"2728","hydro","water",0.296826484018265
1990,"277","hydro","water",0.163013698630137
1990,"3031","hydro","water",0.764573820395738
1990,"3256","hydro","water",0.382762557077626
1990,"3790","hydro","water",1
1990,"4067","hydro","water",0.303516760066418
1990,"4102","hydro","water",0.378995433789954
1990,"706","hydro","water",1
1990,"998","hydro","water",0.575897387113141
1990,"1067","hydro","water",0.376902587519026
1990,"1196","hydro","water",1
1990,"1474","hydro","water",1
1990,"1478","hydro","water",0.680540920266948
1990,"1497","hydro","water",0.471746575342466
1990,"1499","hydro","water",0.491295662100457
1990,"1608","hydro","water",0.464231354642314
1990,"1693","hydro","water",0.380408105022831
1990,"1778","hydro","water",0.396959030948757
1990,"1839","hydro","water",0.632093933463796
1990,"1894","hydro","water",0.552901445966514
1990,"238","hydro","water",0.46222602739726
1990,"2486","hydro","water",0.540770865043125
1990,"2543","hydro","water",0.333156392694064
1990,"2563","hydro","water",0.363432267884323
1990,"2572","hydro","water",0.642651784204296
1990,"2573","hydro","water",0.524894625922023
1990,"2616","hydro","water",0.764412100456621
1990,"2630","hydro","water",0.938869863013699
1990,"2666","hydro","water",0.279547184170472
1990,"2698","hydro","water",0.736301369863014
1990,"2700","hydro","water",0.57160071029934
1990,"3025","hydro","water",0.597638413242009
1990,"353","hydro","water",0.185159817351598
1990,"3746","hydro","water",0.440516960208741
1990,"3764","hydro","water",0.547247590055809
1990,"4034","hydro","water",0.351072696963108
1990,"4061","hydro","water",0.255190496575342
1990,"4069","hydro","water",0.750228310502283
1990,"4071","hydro","water",0.93756204089736
1990,"440","hydro","water",0.118393220975845
1990,"549","hydro","water",0.240639269406393
1990,"725","hydro","water",0.617366818873668
1990,"774","hydro","water",1
1990,"831","hydro","water",0.138502935420744
1990,"1354","hydro","water",0.268135765607358
1990,"1479","hydro","water",1
1990,"1501","hydro","water",0.604464738711314
1990,"1567","hydro","water",0.19345747716895
1990,"1708","hydro","water",0.281817605276509
1990,"174","hydro","water",0.73335870116692
1990,"1760","hydro","water",0.997716894977169
1990,"1788","hydro","water",0.504851598173516
1990,"1789","hydro","water",0.400719524007195
1990,"1790","hydro","water",0.462994672754947
1990,"1791","hydro","water",0.377663622526636
1990,"2192","hydro","water",0.300684931506849
1990,"2355","hydro","water",0.75584366166558
1990,"2552","hydro","water",0.728976407914764
1990,"2575","hydro","water",0.823915525114155
1990,"2597","hydro","water",0.824153348554033
1990,"2608","hydro","water",0.660673515981735
1990,"2610","hydro","water",0.365395738203957
1990,"2636","hydro","water",0.261519302615193
1990,"266","hydro","water",0.459489850016247
1990,"2730","hydro","water",0.372065538544185
1990,"295","hydro","water",0.463001014713343
1990,"3041","hydro","water",0.395599833955998
1990,"3145","hydro","water",1
1990,"321","hydro","water",0.586231120477696
1990,"3271","hydro","water",0.469132420091324
1990,"3733","hydro","water",0.303462709284627
1990,"3985","hydro","water",0.813926940639269
1990,"4056","hydro","water",1
1990,"4060","hydro","water",0.578576864535769
1990,"4074","hydro","water",0.308219178082192
1990,"495","hydro","water",0.270091324200913
1990,"559","hydro","water",0.543807077625571
1990,"6396","hydro","water",0.742151826484018
1990,"6430","hydro","water",1
1990,"6540","hydro","water",0.561195368558382
1990,"711","hydro","water",1
1990,"724","hydro","water",0.36435502283105
1990,"729","hydro","water",0.317341451040081
1990,"835","hydro","water",1
1990,"868","hydro","water",0.482341609589041
1990,"901","hydro","water",0.66669837645865
1990,"999","hydro","water",0.686687741482262
1990,"1491","hydro","water",0.873335235920852
1990,"1513","hydro","water",0.823059360730594
1990,"1828","hydro","water",0.414526255707763
1990,"2360","hydro","water",0.444527682648402
1990,"2566","hydro","water",1
1990,"2605","hydro","water",1
1990,"2621","hydro","water",0.477259755085098
1990,"2680","hydro","water",0.256849315068493
1990,"2717","hydro","water",1
1990,"3124","hydro","water",0.817454654997463
1990,"3153","hydro","water",0.237671232876712
1990,"3255","hydro","water",0.412749873160832
1990,"3330","hydro","water",0.619178082191781
1990,"3616","hydro","water",0.473972602739726
1990,"3793","hydro","water",0.831050228310502
1990,"3826","hydro","water",0.528890059711978
1990,"3914","hydro","water",0.329845256215119
1990,"4122","hydro","water",0.720985540334855
1990,"6012","hydro","water",0.523909183155759
1990,"6526","hydro","water",1
1990,"718","hydro","water",0.393145928462709
1990,"9894","hydro","water",0.306050228310502
1990,"1776","hydro","water",0.384117784802716
1990,"1786","hydro","water",0.442679794520548
1990,"217","hydro","water",0.163996906760937
1990,"2181","hydro","water",0.674374291894119
1990,"2359","hydro","water",0.796161529680365
1990,"2540","hydro","water",0.508717310087173
1990,"2542","hydro","water",0.391516837899543
1990,"2612","hydro","water",1
1990,"2742","hydro","water",1
1990,"2760","hydro","water",0.657122595821226
1990,"2773","hydro","water",0.356703450025368
1990,"3049","hydro","water",1
1990,"3581","hydro","water",0.349396607958252
1990,"3582","hydro","water",0.33162100456621
1990,"3585","hydro","water",0.327958523592085
1990,"3646","hydro","water",0.114908675799087
1990,"3721","hydro","water",0.62062404870624
1990,"3739","hydro","water",0.241118721461187
1990,"3750","hydro","water",0.939082606890826
1990,"3789","hydro","water",0.558861301369863
1990,"3792","hydro","water",0.852059032302493
1990,"398","hydro","water",0.163078930202218
1990,"4012","hydro","water",0.622336377473364
1990,"4052","hydro","water",0.516666666666667
1990,"4178","hydro","water",0.256659056316591
1990,"554","hydro","water",1
1990,"580","hydro","water",0.405251141552511
1990,"6636","hydro","water",0.326227614868721
1990,"6701","hydro","water",0.749619482496195
1990,"704","hydro","water",0.50321574596353
1990,"1365","hydro","water",0.42613299086758
1990,"1480","hydro","water",0.943588280060883
1990,"1508","hydro","water",1
1990,"1722","hydro","water",1
1990,"1751","hydro","water",1
1990,"1844","hydro","water",1
1990,"1847","hydro","water",0.779729998014691
1990,"21","hydro","water",0.475431649543379
1990,"220","hydro","water",0.213443589066254
1990,"2352","hydro","water",1
1990,"2533","hydro","water",0.357534246575342
1990,"2551","hydro","water",1
1990,"2561","hydro","water",1
1990,"2590","hydro","water",0.742770167427702
1990,"2591","hydro","water",0.91324200913242
1990,"2601","hydro","water",0.909132420091324
1990,"2618","hydro","water",1
1990,"2729","hydro","water",0.438175418569254
1990,"2755","hydro","water",0.562737189244039
1990,"281","hydro","water",0.445531637312459
1990,"282","hydro","water",0.252067135628779
1990,"3033","hydro","water",0.813459617579909
1990,"322","hydro","water",0.292904349915886
1990,"3707","hydro","water",0.609874429223744
1990,"3740","hydro","water",0.715075627853881
1990,"3745","hydro","water",0.867504364759602
1990,"3916","hydro","water",1
1990,"3988","hydro","water",0.632990867579909
1990,"4000","hydro","water",0.356264797902926
1990,"4048","hydro","water",1
1990,"4058","hydro","water",0.570123939986954
1990,"553","hydro","water",1
1990,"6379","hydro","water",0.423454276194002
1990,"6424","hydro","water",1
1990,"6475","hydro","water",0.656392694063927
1990,"6505","hydro","water",1
1990,"6519","hydro","water",1
1990,"705","hydro","water",0.486111111111111
1990,"13","hydro","water",0.307892694063927
1990,"2272","hydro","water",0.111301369863014
1990,"2586","hydro","water",1
1990,"2588","hydro","water",0.604480593607306
1990,"283","hydro","water",0.405545177805452
1990,"336","hydro","water",0.505961440892948
1990,"337","hydro","water",0.540690005073567
1990,"3421","hydro","water",0.851587504800922
1990,"3717","hydro","water",1
1990,"3718","hydro","water",0.847847358121331
1990,"903","hydro","water",0.616957243669572
1990,"1469","hydro","water",1
1990,"1476","hydro","water",1
1990,"150","hydro","water",0.344814717246224
1990,"1638","hydro","water",1
1990,"2099","hydro","water",0.371993911719939
1990,"2191","hydro","water",1
1990,"2193","hydro","water",1
1990,"2349","hydro","water",0.330407088683344
1990,"2384","ST","petroleum",0.15262126303093
1990,"2577","hydro","water",0.361382909328115
1990,"258","hydro","water",0.216391351060972
1990,"2582","hydro","water",0.434079147640791
1990,"2633","hydro","water",0.259703196347032
1990,"2715","hydro","water",0.94212962962963
1990,"3704","hydro","water",1
1990,"3798","hydro","water",0.345433789954338
1990,"4047","hydro","water",0.103025114155251
1990,"6527","hydro","water",0.564474885844749
1990,"6546","hydro","water",1
1990,"7804","hydro","water",0.210045662100457
1990,"1173","hydro","water",0.268987823439878
1990,"166","hydro","water",0.385638861709067
1990,"1707","hydro","water",0.425570776255708
1990,"1773","hydro","water",0.405510585305106
1990,"1774","hydro","water",0.536253805175038
1990,"1821","hydro","water",1
1990,"1896","hydro","water",1
1990,"19","hydro","water",0.455203904896867
1990,"2556","hydro","water",0.984610180957213
1990,"2744","hydro","water",0.305936073059361
1990,"2754","hydro","water",1
1990,"2782","hydro","water",0.198059360730594
1990,"287","hydro","water",0.568060148008188
1990,"326","hydro","water",0.957599478147423
1990,"3583","hydro","water",0.365296803652968
1990,"3584","hydro","water",0.341942541856925
1990,"3674","hydro","water",0.51324200913242
1990,"3765","hydro","water",0.903160766174465
1990,"6280","hydro","water",0.424878710045662
1990,"6483","hydro","water",0.67240673731369
1990,"3034","hydro","water",0.502251395230847
1990,"3437","hydro","water",0.717739250380517
1990,"3586","hydro","water",0.333904109589041
1990,"473","hydro","water",0.620776255707763
1990,"6508","hydro","water",0.113521055301877
1990,"6708","hydro","water",0.843118069145466
1990,"2179","hydro","water",1
1990,"2587","hydro","water",1
1990,"2596","hydro","water",0.557114058097736
1990,"2746","hydro","water",0.823820395738204
1990,"4019","hydro","water",0.833566736263177
1990,"4104","hydro","water",1
1990,"6512","hydro","water",0.257787018917156
1990,"1511","hydro","water",1
1990,"3283","hydro","water",1
1990,"3827","hydro","water",0.572374429223744
1990,"4053","hydro","water",1
1990,"557","hydro","water",1
1990,"1500","hydro","water",0.490943683409437
1990,"1604","hydro","water",0.265696347031963
1990,"2274","hydro","water",0.426096502737977
1990,"3666","hydro","water",0.207572298325723
1990,"6431","hydro","water",1
1990,"6560","hydro","water",0.645563800101471
1990,"6561","hydro","water",0.635836821410452
1990,"1504","hydro","water",1
1990,"2260","hydro","water",0.30978416360536
1990,"2273","hydro","water",0.323927721187995
1990,"3238","ST","petroleum",0.177615789717533
1990,"3411","hydro","water",0.47723689932594
1990,"582","hydro","water",0.68935502283105
1990,"6432","hydro","water",1
1990,"9864","hydro","water",1
1990,"1486","hydro","water",0.835135784667147
1990,"3039","hydro","water",0.670852359208524
1990,"3711","hydro","water",0.611605783866058
1990,"55","hydro","water",0.244994731296101
1990,"551","hydro","water",0.536643835616438
1990,"752","hydro","water",0.858394917087239
1990,"814","hydro","water",0.750684931506849
1990,"822","hydro","water",0.76443429731101
1990,"1058","coal","coal",0.585347718915424
1990,"2303","hydro","water",0.911611219830398
1990,"2574","hydro","water",1
1990,"3598","hydro","water",0.180164383561644
1990,"3825","hydro","water",0.394836236540955
1990,"3843","hydro","water",0.428082191780822
1990,"4063","hydro","water",0.556003612709108
1990,"4075","hydro","water",0.476554267650158
1990,"6562","hydro","water",0.795072762371459
1990,"1280","CT","petroleum",0.121123169068375
1990,"16","hydro","water",0.568386546559352
1990,"2231","CT","petroleum",0.235514474442523
1990,"2634","hydro","water",0.115606653620352
1990,"2719","hydro","water",0.387414383561644
1990,"3121","coal","coal",1
1990,"3661","hydro","water",0.421526418786693
1990,"3774","hydro","water",0.415692541856925
1990,"4182","hydro","water",0.182279076013967
1990,"6450","hydro","water",1
1990,"1694","hydro","water",1
1990,"215","hydro","water",0.541422048271363
1990,"2278","hydro","water",1
1990,"2393","ST","petroleum",0.168486270590493
1990,"2583","hydro","water",0.781392694063927
1990,"2598","hydro","water",1
1990,"2604","hydro","water",1
1990,"2623","hydro","water",0.650267589728482
1990,"2624","hydro","water",0.960958904109589
1990,"2631","hydro","water",0.418436073059361
1990,"264","hydro","water",0.655893264840183
1990,"3053","hydro","water",0.819016362252664
1990,"3068","hydro","water",1
1990,"3254","hydro","water",0.382184170471842
1990,"3753","hydro","water",1
1990,"3976","hydro","water",0.570332071851181
1990,"6402","hydro","water",0.440418475299247
1990,"6442","hydro","water",1
1990,"7800","hydro","water",0.453957382039574
1990,"843","hydro","water",0.141438356164384
1990,"1871","hydro","water",0.524067732115677
1990,"2009","hydro","water",0.15296803652968
1990,"2227","hydro","water",0.551985032978184
1990,"2228","hydro","water",0.347025621511923
1990,"2229","hydro","water",0.394556596971882
1990,"2592","hydro","water",0.362361382909328
1990,"2750","hydro","water",0.520357686453577
1990,"3305","hydro","water",0.344309799789252
1990,"3594","hydro","water",0.245256215119229
1990,"3595","hydro","water",0.143835616438356
1990,"3600","hydro","water",0.128529983097455
1990,"3692","hydro","water",0.440639269406393
1990,"3705","hydro","water",0.484398782343988
1990,"3737","hydro","water",0.747352232369356
1990,"3869","hydro","water",1
1990,"3915","hydro","water",0.616751226111957
1990,"7822","hydro","water",1
1990,"2106","hydro","water",0.9945590421578
1990,"2578","hydro","water",0.252495730442602
1990,"262","hydro","water",0.256479989255976
1990,"2747","hydro","water",0.693072995941147
1990,"279","hydro","water",0.704593389867362
1990,"3319","hydro","water",0.18316321962575
1990,"3557","hydro","water",0.268305936073059
1990,"3664","hydro","water",0.429041095890411
1990,"3727","hydro","water",0.429452054794521
1990,"3731","hydro","water",1
1990,"3878","hydro","water",1
1990,"3972","hydro","water",0.665033612379503
1990,"447","hydro","water",0.902267884322679
1990,"6507","hydro","water",0.28675799086758
1990,"707","hydro","water",1
1990,"8902","hydro","water",1
1990,"899","hydro","water",0.645262557077626
1990,"992","coal","coal",0.109954337899543
1990,"154","hydro","water",0.956328356075025
1990,"1781","hydro","water",0.39927701674277
1990,"237","hydro","water",0.275202366127024
1990,"2615","hydro","water",0.269447162426614
1990,"3394","hydro","water",0.761659552643769
1990,"3414","hydro","water",0.788674055048199
1990,"3420","hydro","water",1
1990,"516","hydro","water",0.163804004214963
1990,"6482","hydro","water",0.232648401826484
1990,"1510","hydro","water",1
1990,"2502","ST","gas",0.662637196403059
1990,"268","hydro","water",0.584699004205041
1990,"2714","hydro","water",0.7963443139813
1990,"2867","coal","coal",0.675256077995804
1990,"3035","hydro","water",0.562785388127854
1990,"3135","coal","coal",0.474182648401827
1990,"3415","hydro","water",1
1990,"3847","hydro","water",1
1990,"4005","biomass","biomass",0.452120495384514
1990,"4040","coal","coal",0.305866152968037
1990,"4246","hydro","water",0.720509893455099
1990,"699","coal","coal",0.952642694063927
1990,"734","ST","gas",0.111347342900549
1990,"1823","CT","petroleum",0.126712328767123
1990,"2981","hydro","water",1
1990,"3398","hydro","water",1
1990,"387","hydro","water",1
1990,"48","hydro","water",1
1990,"6454","hydro","water",0.648816936488169
1990,"1377","hydro","water",1
1990,"1560","ST","petroleum",0.567450709709391
1990,"1574","hydro","water",1
1990,"1867","CT","petroleum",0.220205479452055
1990,"2011","coal","coal",0.19189497716895
1990,"2609","hydro","water",0.582338438609843
1990,"2720","coal","coal",0.212099543378995
1990,"2858","coal","coal",0.548529680365297
1990,"3236","ST","petroleum",0.163675280199253
1990,"3402","hydro","water",1
1990,"3913","hydro","water",1
1990,"3996","hydro","water",0.58617123868614
1990,"494","hydro","water",0.742054794520548
1990,"1046","coal","coal",0.797884088514226
1990,"145","hydro","water",0.641502544470581
1990,"148","hydro","water",1
1990,"1856","hydro","water",1
1990,"1865","hydro","water",1
1990,"196","hydro","water",0.665907048856463
1990,"2046","ST","gas",0.309624556062912
1990,"2188","hydro","water",1
1990,"2235","CT","petroleum",0.107984697025793
1990,"2526","coal","coal",1
1990,"2531","coal","coal",1
1990,"2780","hydro","water",0.78638698630137
1990,"3400","hydro","water",1
1990,"3675","hydro","water",0.287671232876712
1990,"3762","hydro","water",0.883080990146599
1990,"3945","coal","coal",0.701983545001612
1990,"3983","hydro","water",0.859030948756976
1990,"445","hydro","water",1
1990,"6416","hydro","water",1
1990,"6440","hydro","water",1
1990,"7079","hydro","water",0.788273142382731
1990,"1505","hydro","water",0.879953522504892
1990,"1559","ST","petroleum",1
1990,"1602","hydro","water",0.832713886234116
1990,"1616","ST","petroleum",0.103979560291421
1990,"2368","hydro","water",0.9087899543379
1990,"239","hydro","water",0.332674959939653
1990,"2506","hydro","water",0.268645357686454
1990,"291","hydro","water",0.643852403975289
1990,"3132","coal","coal",1
1990,"3397","hydro","water",0.963563042275444
1990,"3720","hydro","water",0.78027397260274
1990,"4043","hydro","water",1
1990,"4119","hydro","water",0.703300124533001
1990,"4120","hydro","water",0.631056570268899
1990,"4133","hydro","water",0.364970645792564
1990,"4134","hydro","water",0.632876712328767
1990,"49","hydro","water",1
1990,"6408","hydro","water",0.566461187214612
1990,"6506","hydro","water",1
1990,"6543","hydro","water",0.732534246575342
1990,"702","hydro","water",1
1990,"771","hydro","water",1
1990,"815","hydro","water",0.960671401995603
1990,"823","hydro","water",0.886173273039484
1990,"84","hydro","water",1
1990,"169","ST","gas",0.507435078884526
1990,"1785","hydro","water",0.260971588026383
1990,"231","hydro","water",0.318581081081081
1990,"2367","ST","petroleum",1
1990,"2411","ST","gas",0.354575544506063
1990,"2779","hydro","water",1
1990,"3071","hydro","water",0.930921803652968
1990,"3175","hydro","water",1
1990,"3418","hydro","water",0.295164653094876
1990,"3763","hydro","water",0.663812785388128
1990,"3992","coal","coal",0.635002338119602
1990,"4080","hydro","water",0.568230593607306
1990,"4147","hydro","water",0.58675799086758
1990,"443","hydro","water",0.441129239136011
1990,"6398","hydro","water",1
1990,"641","ST","gas",0.399484931506849
1990,"6438","hydro","water",0.462328767123288
1990,"6449","hydro","water",0.189041095890411
1990,"6618","hydro","water",1
1990,"7820","hydro","water",0.601234303652968
1990,"816","hydro","water",0.424600456621005
1990,"1004","coal","coal",0.196027292770342
1990,"1270","ST","gas",0.732552271088681
1990,"2122","coal","coal",0.424283935242839
1990,"2390","ST","gas",0.270285927962375
1990,"2529","coal","coal",1
1990,"2568","hydro","water",0.504185692541857
1990,"2593","hydro","water",0.859303652968037
1990,"2716","coal","coal",0.560067044655051
1990,"275","hydro","water",0.258120964254564
1990,"2751","hydro","water",0.475152207001522
1990,"2848","coal","coal",0.624129773013037
1990,"2864","coal","coal",1
1990,"3040","hydro","water",0.975609598871646
1990,"319","hydro","water",1
1990,"3293","hydro","water",0.311298768857291
1990,"3321","hydro","water",0.71615296803653
1990,"3424","hydro","water",0.446697953661424
1990,"3776","coal","coal",0.885923220023677
1990,"4007","hydro","water",0.309875944558936
1990,"4068","hydro","water",0.903680287241931
1990,"4079","hydro","water",1
1990,"4180","hydro","water",0.625126839167935
1990,"511","coal","coal",0.160700152207002
