"oc","fuel","t","Val"
"nuclear","uranium","2007",10489
"nuclear","uranium","2008",10452
"nuclear","uranium","2009",10459
"nuclear","uranium","2010",10452
"nuclear","uranium","2011",10464
"nuclear","uranium","2012",10479
"nuclear","uranium","2013",10449
"nuclear","uranium","2014",10459
"nuclear","uranium","2015",10458
"photovoltaic","solar","1990",10402
"photovoltaic","solar","1991",10436
"photovoltaic","solar","1992",10342
"photovoltaic","solar","1993",10309
"photovoltaic","solar","1994",10316
"photovoltaic","solar","1995",10312
"photovoltaic","solar","1996",10340
"photovoltaic","solar","1997",10213
"photovoltaic","solar","1998",10197
"photovoltaic","solar","1999",10226
"photovoltaic","solar","2000",10201
"photovoltaic","solar","2001",10333
"photovoltaic","solar","2002",10173
"photovoltaic","solar","2003",10241
"photovoltaic","solar","2004",10022
"photovoltaic","solar","2005",9999
"photovoltaic","solar","2006",9919
"photovoltaic","solar","2007",9884
"photovoltaic","solar","2008",9854
"photovoltaic","solar","2009",9760
"photovoltaic","solar","2010",9756
"photovoltaic","solar","2011",9735.867812
"photovoltaic","solar","2012",9715.777169
"photovoltaic","solar","2013",9695.727983
"photovoltaic","solar","2014",9675.720171
"photovoltaic","solar","2015",9655.753646
"solar_thermal","solar","1990",10402
"solar_thermal","solar","1991",10436
"solar_thermal","solar","1992",10342
"solar_thermal","solar","1993",10309
"solar_thermal","solar","1994",10316
"solar_thermal","solar","1995",10312
"solar_thermal","solar","1996",10340
"solar_thermal","solar","1997",10213
"solar_thermal","solar","1998",10197
"solar_thermal","solar","1999",10226
"solar_thermal","solar","2000",10201
"solar_thermal","solar","2001",10333
"solar_thermal","solar","2002",10173
"solar_thermal","solar","2003",10241
"solar_thermal","solar","2004",10022
"solar_thermal","solar","2005",9999
"solar_thermal","solar","2006",9919
"solar_thermal","solar","2007",9884
"solar_thermal","solar","2008",9854
"solar_thermal","solar","2009",9760
"solar_thermal","solar","2010",9756
"solar_thermal","solar","2011",9735.867812
"solar_thermal","solar","2012",9715.777169
"solar_thermal","solar","2013",9695.727983
"solar_thermal","solar","2014",9675.720171
"solar_thermal","solar","2015",9655.753646
"steam_turbine","natural_gas","1990",10471.4834124501
"steam_turbine","natural_gas","1991",10328.0648242521
"steam_turbine","natural_gas","1992",10312.7162730613
"steam_turbine","natural_gas","1993",10312.5655383883
"steam_turbine","natural_gas","1994",10332.9684783083
"steam_turbine","natural_gas","1995",10338.059858318
"steam_turbine","natural_gas","1996",10331.449270951
"steam_turbine","natural_gas","1997",10361.3326924235
"steam_turbine","natural_gas","1998",10365.1553750347
"steam_turbine","natural_gas","1999",10358.213331312
"steam_turbine","natural_gas","2000",10364.1768836446
"steam_turbine","natural_gas","2001",10332.5939904722
"steam_turbine","natural_gas","2002",10370.2720745691
"steam_turbine","natural_gas","2003",10353.9477224628
"steam_turbine","natural_gas","2004",10406.0904343527
"steam_turbine","natural_gas","2005",10411.7144551681
"steam_turbine","natural_gas","2006",10431.3318606815
"steam_turbine","natural_gas","2007",10440
"steam_turbine","natural_gas","2008",10377
"steam_turbine","natural_gas","2009",10427
"steam_turbine","natural_gas","2010",10416
"steam_turbine","natural_gas","2011",10414
"steam_turbine","natural_gas","2012",10385
"steam_turbine","natural_gas","2013",10354
"steam_turbine","natural_gas","2014",10408
"steam_turbine","natural_gas","2015",10372
"steam_turbine","oil","1990",10697.4018061525
"steam_turbine","oil","1991",10420.9771493865
"steam_turbine","oil","1992",10450.098463422
"steam_turbine","oil","1993",10451.2333962317
"steam_turbine","oil","1994",10448.9963804564
"steam_turbine","oil","1995",10536.0730641465
"steam_turbine","oil","1996",10545.0611884965
"steam_turbine","oil","1997",10504.369335368
"steam_turbine","oil","1998",10499.1990811547
"steam_turbine","oil","1999",10508.5802508164
"steam_turbine","oil","2000",10500.5087643983
"steam_turbine","oil","2001",10543.1978378139
"steam_turbine","oil","2002",10491.9068463449
"steam_turbine","oil","2003",10513.9406523119
"steam_turbine","oil","2004",10443.3019910922
"steam_turbine","oil","2005",10435.7721388869
"steam_turbine","oil","2006",10409.5400303764
"steam_turbine","oil","2007",10398
"steam_turbine","oil","2008",10356
"steam_turbine","oil","2009",10349
"steam_turbine","oil","2010",10249
"steam_turbine","oil","2011",10414
"steam_turbine","oil","2012",10359
"steam_turbine","oil","2013",10334
"steam_turbine","oil","2014",10156
"steam_turbine","oil","2015",10197
"wind","wind","1990",10402
"wind","wind","1991",10436
"wind","wind","1992",10342
"wind","wind","1993",10309
"wind","wind","1994",10316
"wind","wind","1995",10312
"wind","wind","1996",10340
"wind","wind","1997",10213
"wind","wind","1998",10197
"wind","wind","1999",10226
"wind","wind","2000",10201
"wind","wind","2001",10333
"wind","wind","2002",10173
"wind","wind","2003",10241
"wind","wind","2004",10022
"wind","wind","2005",9999
"wind","wind","2006",9919
"wind","wind","2007",9884
"wind","wind","2008",9854
"wind","wind","2009",9760
"wind","wind","2010",9756
"wind","wind","2011",9735.867812
"wind","wind","2012",9715.777169
"wind","wind","2013",9695.727983
"wind","wind","2014",9675.720171
"wind","wind","2015",9655.753646
