"YEAR","generation","consumption","prime_mover","fuel"
1999,421,1,"HY","WAT"
1999,3021,1,"HY","WAT"
1999,577,1,"HY","WAT"
1999,1917,1,"HY","WAT"
1999,385,1,"HY","WAT"
1999,3570,1,"HY","WAT"
1999,501,1,"HY","WAT"
1999,2254,1,"HY","WAT"
1999,1636,1,"HY","WAT"
1999,3527,808,"ST","FO2"
1999,2745,1573,"ST","BIT"
1999,722,1195,"ST","FO2"
1999,2871,1496,"ST","BIT"
1999,77,1,"ST","FO2"
1999,77,1,"ST","NG"
1999,1734,1,"HY","WAT"
1999,2406,1,"ST","UR"
1999,2190,1,"ST","UR"
1999,2384,1,"ST","UR"
1999,3251,1,"HY","WAT"
1999,77,1,"ST","FO2"
1999,77,1,"ST","PC"
1999,504,2484,"ST","BIT"
1999,2685,2045,"ST","NG"
1999,1288,2182,"GT","FO2"
1999,448,1244,"GT","NG"
1999,77,1,"ST","FO2"
1999,282,2299,"ST","BIT"
1999,1785,1374,"ST","NG"
1999,55,1,"GT","FO2"
1999,3501,528,"GT","NG"
1999,77,1,"ST","WD"
1999,2225,646,"ST","PC"
1999,1655,543,"ST","BIT"
1999,1430,1137,"ST","NG"
1999,29,699,"GT","FO2"
1999,3154,2677,"GT","NG"
1999,36,2093,"ST","FO2"
1999,3006,1503,"ST","BIT"
1999,547,2138,"ST","NG"
1999,526,1043,"ST","NG"
1999,2949,197,"ST","FO2"
1999,935,2413,"ST","PC"
1999,1114,179,"ST","BIT"
1999,3415,2555,"ST","NG"
1999,1421,1677,"GT","NG"
1999,481,921,"ST","NG"
1999,1452,2356,"GT","FO2"
1999,316,912,"ST","FO2"
1999,500,2437,"ST","BIT"
1999,987,1,"HY","WAT"
1999,3355,1,"HY","WAT"
1999,1910,1,"HY","WAT"
1999,621,1255,"ST","FO2"
1999,2908,1560,"ST","BIT"
1999,2694,1,"HY","WAT"
1999,1717,1,"HY","WAT"
1999,1802,1,"HY","WAT"
1999,2240,2145,"IC","FO2"
1999,225,2057,"ST","BIT"
1999,3684,268,"ST","NG"
1999,2506,344,"GT","NG"
1999,1438,1753,"IC","FO2"
1999,3345,376,"IC","FO2"
1999,2855,2199,"IC","NG"
1999,2823,230,"IC","FO2"
1999,77,1,"IC","NG"
1999,1272,1580,"IC","FO2"
1999,77,1,"IC","NG"
1999,2013,2316,"ST","NG"
1999,2069,2364,"IC","FO2"
1999,1327,1211,"IC","NG"
1999,1303,1475,"IC","FO2"
1999,274,164,"IC","NG"
1999,3540,1399,"IC","FO2"
1999,2438,1,"HY","WAT"
1999,79,800,"IC","FO2"
1999,1779,2285,"ST","BIT"
1999,1450,2676,"ST","NG"
1999,2436,2625,"IC","FO2"
1999,3598,75,"IC","NG"
1999,77,1,"GT","FO2"
1999,1033,866,"GT","NG"
1999,77,1,"GT","FO2"
1999,279,215,"GT","NG"
1999,1605,1,"CW","NG"
1999,80,978,"IC","FO2"
1999,1663,1309,"IC","NG"
1999,2822,262,"IC","FO2"
1999,1057,1336,"IC","NG"
1999,1502,1967,"IC","FO2"
1999,1732,2191,"IC","FO2"
1999,2455,1834,"IC","NG"
1999,2421,2507,"IC","FO2"
1999,2577,2035,"IC","NG"
1999,77,1,"ST","LIG"
1999,1612,34,"GT","FO2"
1999,131,893,"IC","FO2"
1999,1733,2261,"IC","FO2"
1999,1155,766,"IC","NG"
1999,77,1,"ST","BIT"
1999,1040,1974,"ST","NG"
1999,1154,1779,"GT","FO2"
1999,542,556,"ST","NG"
1999,2574,2344,"GT","NG"
1999,80,902,"IC","FO2"
1999,1073,660,"IC","NG"
1999,1919,2196,"IC","FO2"
1999,754,1,"HY","WAT"
1999,1107,54,"ST","BIT"
1999,3507,209,"ST","NG"
1999,3655,2216,"GT","FO2"
1999,230,1,"HY","WAT"
1999,1125,1382,"IC","FO2"
1999,2855,434,"IC","FO2"
1999,77,1,"ST","FO6"
1999,77,1,"ST","BIT"
1999,77,1,"ST","NG"
1999,1630,2321,"IC","FO2"
1999,77,1,"IC","NG"
1999,1612,1815,"IC","FO2"
1999,77,1,"IC","NG"
1999,1347,1,"HY","WAT"
1999,743,1390,"IC","FO2"
1999,1136,1742,"IC","FO2"
1999,1854,565,"IC","NG"
1999,1757,2061,"ST","BIT"
1999,752,1944,"ST","NG"
1999,469,1317,"IC","FO2"
1999,1684,1297,"IC","NG"
1999,1458,1342,"ST","BIT"
1999,484,1187,"ST","NG"
1999,2793,291,"GT","FO2"
1999,77,1144,"ST","FO2"
1999,2019,2135,"ST","NG"
1999,394,1429,"GT","FO2"
1999,124,1376,"GT","FO2"
1999,203,1363,"GT","FO2"
1999,77,1,"ST","FO2"
1999,3630,1887,"ST","BIT"
1999,3520,238,"ST","NG"
1999,1775,2233,"ST","FO2"
1999,1925,839,"ST","BIT"
1999,3029,2553,"ST","NG"
1999,1529,2142,"IC","FO2"
1999,2153,2630,"ST","FO2"
1999,841,125,"ST","BIT"
1999,188,591,"IC","FO2"
1999,49,1,"IC","FO2"
1999,3619,986,"GT","FO2"
1999,2020,1,"ST","UR"
1999,493,1,"HY","WAT"
1999,2259,1,"HY","WAT"
1999,724,1984,"ST","FO2"
1999,332,173,"ST","BIT"
1999,3117,414,"ST","NG"
1999,1842,2020,"ST","FO2"
1999,3561,2004,"ST","BIT"
1999,2391,1791,"ST","NG"
1999,3535,2063,"ST","BIT"
1999,2379,1953,"ST","NG"
1999,585,1039,"IC","FO2"
1999,51,1,"IC","FO2"
1999,2158,2660,"GT","FO2"
1999,585,1,"HY","WAT"
1999,851,1262,"ST","FO2"
1999,204,2270,"ST","BIT"
1999,1067,827,"ST","NG"
1999,77,1,"GT","FO2"
1999,3204,353,"GT","NG"
1999,2622,2000,"IC","FO2"
1999,2092,308,"GT","FO2"
1999,2920,155,"ST","FO2"
1999,2320,1176,"ST","BIT"
1999,77,1,"GT","FO2"
1999,2264,1956,"GT","NG"
1999,4,1,"GT","FO2"
1999,2009,2111,"GT","NG"
1999,2415,1243,"ST","BIT"
1999,3114,2376,"ST","NG"
1999,1557,1765,"ST","FO2"
1999,2206,1134,"ST","BIT"
1999,2802,2106,"ST","NG"
1999,2638,5,"ST","FO2"
1999,2479,1295,"ST","BIT"
1999,2299,1812,"ST","NG"
1999,8,1,"GT","FO2"
1999,642,1075,"GT","NG"
1999,30,1,"GT","FO2"
1999,1927,2048,"GT","NG"
1999,1381,2064,"GT","FO2"
1999,77,1,"ST","FO2"
1999,2731,1425,"ST","BIT"
1999,978,725,"ST","NG"
1999,60,1,"GT","FO2"
1999,1386,1706,"GT","NG"
1999,743,519,"GT","FO2"
1999,2266,2241,"GT","NG"
1999,2249,2394,"ST","FO2"
1999,2281,1107,"ST","BIT"
1999,3568,1,"HY","WAT"
1999,317,360,"IC","FO2"
1999,3466,530,"IC","FO2"
1999,236,1439,"GT","FO2"
1999,2025,2326,"ST","FO2"
1999,2083,991,"ST","BIT"
1999,77,1,"ST","NG"
1999,2527,2661,"IC","FO2"
1999,1193,1466,"IC","NG"
1999,2678,2641,"IC","FO2"
1999,77,1,"IC","NG"
1999,2163,2661,"IC","FO2"
1999,188,87,"IC","NG"
1999,1529,1838,"IC","FO2"
1999,1224,2502,"IC","FO2"
1999,1916,780,"ST","BIT"
1999,1828,1897,"ST","NG"
1999,77,1,"GT","FO2"
1999,1628,1878,"GT","NG"
1999,3519,1089,"IC","FO2"
1999,77,1,"IC","NG"
1999,2134,1650,"IC","FO2"
1999,3081,631,"IC","FO2"
1999,2475,1644,"IC","NG"
1999,3221,752,"IC","FO2"
1999,77,1,"IC","FO2"
1999,2657,450,"IC","FO2"
1999,3004,205,"IC","FO2"
1999,2577,2536,"IC","FO2"
1999,2046,1513,"IC","NG"
1999,708,1219,"IC","FO2"
1999,655,1118,"IC","FO2"
1999,921,1197,"IC","NG"
1999,2207,1796,"IC","FO2"
1999,1907,236,"IC","NG"
1999,3255,1343,"GT","FO2"
1999,718,738,"IC","FO2"
1999,627,680,"IC","NG"
1999,3205,376,"IC","FO2"
1999,2526,1765,"IC","NG"
1999,3136,412,"IC","FO2"
1999,1776,2266,"IC","FO2"
1999,2506,129,"IC","NG"
1999,662,1847,"IC","FO2"
1999,1626,1984,"IC","FO2"
1999,1635,1212,"IC","NG"
1999,77,1,"ST","FO2"
1999,77,1,"ST","BIT"
1999,1821,2090,"ST","NG"
1999,1731,554,"IC","FO2"
1999,1674,2123,"ST","FO2"
1999,445,2542,"ST","BIT"
1999,1245,944,"ST","NG"
1999,91,680,"IC","FO2"
1999,179,28,"IC","NG"
1999,695,1350,"IC","FO2"
1999,3519,2202,"IC","NG"
1999,418,825,"IC","FO2"
1999,1619,1278,"IC","NG"
1999,77,1,"ST","FO2"
1999,2903,2021,"ST","BIT"
1999,81,2523,"ST","NG"
1999,1334,1666,"IC","FO2"
1999,3328,1117,"GT","FO2"
1999,1450,2613,"IC","FO2"
1999,1057,1135,"IC","NG"
1999,77,1,"IC","FO2"
1999,77,1,"IC","NG"
1999,356,914,"IC","FO2"
1999,1135,820,"IC","NG"
1999,1732,2369,"IC","FO2"
1999,802,508,"IC","NG"
1999,2527,2600,"IC","FO2"
1999,1026,1072,"IC","NG"
1999,2528,78,"IC","FO2"
1999,388,159,"IC","NG"
1999,1006,1,"HY","WAT"
1999,2526,3,"IC","FO2"
1999,3068,461,"IC","FO2"
1999,327,61,"IC","NG"
1999,3082,520,"IC","FO2"
1999,1704,1080,"IC","NG"
1999,384,1481,"IC","FO2"
1999,694,530,"IC","NG"
1999,77,1,"IC","FO2"
1999,77,1,"IC","NG"
1999,1073,1390,"IC","FO2"
1999,77,1,"CW","FO2"
1999,3368,1,"CW","NG"
1999,88,790,"CT","FO2"
1999,77,1,"CT","NG"
1999,1943,688,"ST","BIT"
1999,77,1,"ST","NG"
1999,38,1,"ST","BIT"
1999,77,1,"ST","NG"
1999,840,98,"ST","BIT"
1999,2822,777,"ST","NG"
1999,3456,1,"HY","WAT"
1999,203,859,"ST","FO2"
1999,476,2439,"ST","BIT"
1999,42,130,"GT","FO2"
1999,3220,146,"GT","NG"
1999,1872,50,"CT","FO2"
1999,2173,1830,"CT","NG"
1999,77,1,"ST","FO2"
1999,1650,706,"ST","BIT"
1999,891,659,"ST","NG"
1999,3593,689,"GT","FO2"
1999,3637,741,"ST","FO2"
1999,1528,632,"ST","BIT"
1999,700,1555,"GT","FO2"
1999,3077,234,"ST","FO2"
1999,2365,1156,"ST","BIT"
1999,77,1,"ST","NG"
1999,2237,521,"ST","FO2"
1999,2592,1387,"ST","BIT"
1999,1353,1864,"ST","NG"
1999,1149,2389,"GT","FO2"
1999,1857,2006,"GT","NG"
1999,3441,1,"ST","UR"
1999,3050,1,"HY","WAT"
1999,10,1413,"HY","WAT"
1999,411,954,"ST","FO2"
1999,522,2443,"ST","BIT"
1999,1182,2084,"ST","FO2"
1999,1745,705,"ST","BIT"
1999,2788,2228,"ST","NG"
1999,2837,460,"GT","FO2"
1999,1173,1617,"ST","FO2"
1999,2355,1098,"ST","BIT"
1999,2106,208,"GT","FO2"
1999,3244,355,"ST","FO2"
1999,3219,1789,"ST","BIT"
1999,2600,538,"GT","FO2"
1999,2938,669,"GT","FO2"
1999,2659,486,"GT","FO2"
1999,3206,574,"GT","NG"
1999,77,1,"IC","FO2"
1999,3104,928,"GT","FO2"
1999,875,1683,"GT","NG"
1999,1962,1923,"GT","NG"
1999,1389,1653,"ST","FO2"
1999,1754,455,"ST","BIT"
1999,77,1,"ST","NG"
1999,507,1679,"GT","FO2"
1999,2489,271,"GT","FO2"
1999,603,757,"GT","NG"
1999,2041,2231,"GT","NG"
1999,1796,2186,"IC","FO2"
1999,77,1,"IC","FO2"
1999,3302,2559,"IC","FO2"
1999,2817,37,"IC","FO2"
1999,2012,2190,"IC","NG"
1999,2644,1149,"IC","FO2"
1999,2476,1832,"IC","NG"
1999,3559,2128,"ST","BIT"
1999,1041,2445,"GT","FO2"
1999,2752,2219,"GT","NG"
1999,2860,1521,"ST","BIT"
1999,77,1,"ST","NG"
1999,77,1,"GT","FO2"
1999,3046,73,"GT","NG"
1999,2617,2650,"IC","FO2"
1999,77,1,"IC","NG"
1999,1733,1941,"IC","FO2"
1999,2822,211,"IC","NG"
1999,1134,2277,"GT","FO2"
1999,3149,373,"GT","NG"
1999,877,1629,"ST","FO2"
1999,797,80,"ST","BIT"
1999,1143,1210,"ST","NG"
1999,77,1,"GT","FO2"
1999,3465,148,"GT","NG"
1999,1985,147,"GT","FO2"
1999,1049,1815,"GT","FO2"
1999,235,755,"GT","NG"
1999,1930,2664,"GT","FO2"
1999,3474,2198,"ST","FO2"
1999,2037,1030,"ST","BIT"
1999,635,1069,"IC","FO2"
1999,77,1,"IC","NG"
1999,2822,619,"IC","FO2"
1999,2885,2271,"IC","NG"
1999,2159,1654,"IC","FO2"
1999,2323,1241,"IC","NG"
1999,1150,1667,"IC","FO2"
1999,2974,186,"IC","FO2"
1999,836,734,"IC","NG"
1999,2421,2469,"IC","FO2"
1999,573,1970,"IC","NG"
1999,3168,473,"IC","FO6"
1999,2049,1111,"ST","BIT"
1999,2483,2644,"ST","NG"
1999,79,1808,"IC","FO2"
1999,2068,1579,"IC","NG"
1999,2748,1636,"GT","FO2"
1999,2040,2099,"GT","NG"
1999,2559,103,"IC","FO2"
1999,2368,2125,"IC","NG"
1999,427,1013,"IC","FO2"
1999,77,1,"IC","NG"
1999,1136,1718,"IC","FO2"
1999,1961,1648,"IC","NG"
1999,1382,2557,"IC","FO2"
1999,3653,2682,"IC","NG"
1999,2163,2627,"IC","FO2"
1999,2262,1643,"IC","NG"
1999,1136,2020,"IC","FO2"
1999,2270,1556,"IC","NG"
1999,2306,2649,"IC","FO2"
1999,2297,1821,"IC","NG"
1999,100,327,"IC","FO2"
1999,2069,2346,"IC","FO2"
1999,2698,113,"IC","FO2"
1999,406,1104,"IC","FO2"
1999,888,1564,"ST","FO2"
1999,77,1,"ST","PC"
1999,922,126,"ST","BIT"
1999,596,2519,"ST","BIT"
1999,2896,2302,"ST","NG"
1999,338,1110,"CT","FO2"
1999,323,476,"CT","NG"
1999,3121,812,"GT","FO2"
1999,286,2288,"ST","BIT"
1999,2075,1638,"ST","NG"
1999,1272,2132,"GT","FO2"
1999,1866,1778,"GT","NG"
1999,1257,1690,"IC","FO2"
1999,3666,690,"IC","FO2"
1999,1900,136,"IC","FO2"
1999,77,1,"IC","NG"
1999,2583,252,"IC","FO2"
1999,77,1,"IC","NG"
1999,2808,1,"HY","WAT"
1999,1999,1,"HY","WAT"
1999,2699,1,"HY","WAT"
1999,240,1,"HY","WAT"
1999,2036,1,"HY","WAT"
1999,3024,223,"ST","FO2"
1999,3429,1871,"ST","BIT"
1999,2841,68,"ST","FO2"
1999,3064,1615,"ST","BIT"
1999,2759,506,"GT","FO2"
1999,3448,2680,"GT","NG"
1999,2809,2251,"GT","NG"
1999,791,402,"CT","NG"
1999,2139,596,"ST","FO2"
1999,1766,523,"ST","BIT"
1999,2614,1865,"ST","LIG"
1999,77,1,"ST","NG"
1999,1621,2028,"ST","FO2"
1999,1676,1011,"ST","LIG"
1999,77,1,"GT","FO2"
1999,73,1,"GT","NG"
1999,2834,667,"GT","FO2"
1999,1507,1,"HY","WAT"
1999,2818,181,"ST","FO2"
1999,2241,1464,"ST","LIG"
1999,2217,2438,"ST","FO2"
1999,2961,1978,"ST","LIG"
1999,2960,231,"ST","FO2"
1999,3331,2295,"ST","LIG"
1999,572,971,"ST","FO2"
1999,2568,1739,"ST","LIG"
1999,198,826,"ST","FO2"
1999,441,41,"ST","LIG"
1999,708,1609,"ST","FO2"
1999,591,217,"ST","BIT"
1999,263,502,"ST","NG"
1999,2104,422,"IC","FO2"
1999,3518,2187,"GT","FO2"
1999,1895,1869,"GT","NG"
1999,25,2093,"ST","NG"
1999,1128,1912,"GT","FO2"
1999,604,724,"GT","NG"
1999,2879,786,"GT","FO2"
1999,77,1,"IC","FO2"
1999,3123,343,"IC","NG"
1999,77,1,"GT","FO2"
1999,1735,435,"GT","NG"
1999,35,570,"IC","FO2"
1999,35,707,"IC","FO2"
1999,49,801,"IC","FO2"
1999,60,2093,"IC","FO2"
1999,40,2582,"IC","FO2"
1999,47,788,"IC","NG"
1999,68,1019,"IC","FO2"
1999,776,1703,"IC","FO2"
1999,2751,2524,"IC","NG"
1999,738,1658,"GT","FO2"
1999,3110,328,"ST","FO2"
1999,1964,819,"ST","BIT"
1999,1865,1,"HY","WAT"
1999,1280,1,"HY","WAT"
1999,285,1,"HY","WAT"
1999,290,1204,"GT","FO2"
1999,1584,2179,"GT","FO2"
1999,2164,2602,"IC","FO2"
1999,1358,1547,"IC","NG"
1999,77,1,"IC","FO2"
1999,2800,156,"IC","FO2"
1999,77,1,"IC","NG"
1999,2554,1910,"IC","FO2"
1999,1403,856,"IC","NG"
1999,2963,2625,"IC","FO2"
1999,2289,1774,"IC","NG"
1999,255,1025,"IC","FO2"
1999,77,1,"IC","NG"
1999,2119,2442,"IC","FO2"
1999,1136,1130,"IC","NG"
1999,77,1,"ST","FO6"
1999,2417,2330,"ST","NG"
1999,1135,1411,"IC","FO2"
1999,2416,1937,"IC","NG"
1999,2163,1815,"IC","FO2"
1999,2716,2002,"IC","NG"
1999,3661,1096,"ST","FO2"
1999,2072,1121,"ST","BIT"
1999,1111,1035,"ST","NG"
1999,802,2279,"ST","FO6"
1999,2079,1816,"ST","NG"
1999,217,969,"GT","FO2"
1999,2395,2618,"GT","NG"
1999,2668,1459,"ST","BIT"
1999,2657,481,"ST","FO2"
1999,1062,1155,"ST","NG"
1999,1731,1448,"GT","FO2"
1999,784,1296,"GT","NG"
1999,1150,1670,"ST","FO2"
1999,2468,1372,"ST","BIT"
1999,2459,2561,"IC","FO2"
1999,80,1060,"IC","FO2"
1999,3095,2383,"IC","NG"
1999,3081,397,"IC","FO2"
1999,965,907,"IC","NG"
1999,1257,2073,"GT","FO2"
1999,979,1236,"GT","NG"
1999,1612,2337,"IC","FO2"
1999,3495,940,"GT","FO2"
1999,1667,1518,"GT","NG"
1999,2014,598,"IC","FO2"
1999,2743,2143,"IC","NG"
1999,1134,2349,"IC","FO2"
1999,1869,1240,"IC","NG"
1999,1391,2040,"IC","FO2"
1999,1135,1612,"IC","FO2"
1999,1457,1300,"IC","NG"
1999,1425,1317,"IC","FO2"
1999,77,1,"IC","NG"
1999,1911,2202,"IC","FO2"
1999,2748,2551,"IC","FO2"
1999,1731,465,"IC","FO2"
1999,2741,2140,"IC","NG"
1999,77,1,"HY","WAT"
1999,77,1,"IC","FO2"
1999,1136,1770,"IC","FO2"
1999,1796,1488,"IC","NG"
1999,695,1606,"IC","FO2"
1999,1361,352,"IC","NG"
1999,2243,2388,"IC","FO2"
1999,695,1392,"IC","FO2"
1999,749,515,"IC","NG"
1999,3442,1,"HY","WAT"
1999,537,1,"HY","WAT"
1999,184,1,"HY","WAT"
1999,568,1,"HY","WAT"
1999,314,1,"HY","WAT"
1999,2969,1,"ST","UR"
1999,674,1,"HY","WAT"
1999,636,1,"HY","WAT"
1999,77,1,"HY","WAT"
1999,1470,1,"HY","WAT"
1999,943,1,"HY","WAT"
1999,237,1,"HY","WAT"
1999,531,2509,"ST","BIT"
1999,1161,958,"ST","NG"
1999,727,1434,"GT","FO2"
1999,178,464,"GT","NG"
1999,1205,1813,"GT","FO2"
1999,3422,2291,"GT","FO2"
1999,2390,2527,"IC","FO2"
1999,77,1,"IC","NG"
1999,1489,1881,"IC","FO2"
1999,617,923,"IC","FO2"
1999,2736,2472,"IC","NG"
1999,574,1048,"IC","FO2"
1999,3009,2327,"IC","NG"
1999,2657,2674,"ST","FO2"
1999,3317,1846,"ST","BIT"
1999,1419,1088,"ST","NG"
1999,384,1159,"IC","FO2"
1999,2999,2477,"IC","NG"
1999,1312,1584,"IC","FO2"
1999,2875,82,"IC","NG"
1999,77,1,"IC","FO2"
1999,1151,1515,"ST","FO6"
1999,3372,2546,"ST","NG"
1999,1997,1,"ST","UR"
1999,2298,294,"GT","FO2"
1999,1738,795,"ST","BIT"
1999,1769,2290,"ST","NG"
1999,3406,1531,"GT","FO2"
1999,2674,2287,"GT","NG"
1999,2603,2678,"ST","FO2"
1999,2171,1062,"ST","BIT"
1999,77,1,"ST","FO2"
1999,77,1,"ST","FO6"
1999,1131,984,"ST","NG"
1999,3305,323,"ST","NG"
1999,2640,2675,"GT","NG"
1999,77,1,"ST","FO2"
1999,77,1,"ST","FO6"
1999,2302,1968,"ST","NG"
1999,1612,2168,"IC","FO2"
1999,77,1,"GT","FO2"
1999,1888,1911,"GT","NG"
1999,77,1,"ST","FO2"
1999,2383,1279,"ST","BIT"
1999,2427,1917,"ST","NG"
1999,457,316,"GT","FO2"
1999,2004,2201,"GT","NG"
1999,2375,2532,"ST","FO2"
1999,3384,1992,"ST","BIT"
1999,3552,1,"ST","UR"
1999,2418,2506,"ST","FO6"
1999,3563,2670,"ST","NG"
1999,887,1360,"ST","FO6"
1999,1469,1305,"ST","NG"
1999,77,1,"ST","FO6"
1999,77,1,"ST","NG"
1999,404,1472,"ST","FO6"
1999,948,929,"ST","NG"
1999,1724,2508,"GT","FO2"
1999,865,1205,"GT","NG"
1999,77,1,"ST","FO2"
1999,77,1,"ST","FO6"
1999,1413,351,"ST","BIT"
1999,1791,1423,"ST","NG"
1999,77,1,"GT","FO2"
1999,2265,2494,"GT","NG"
1999,77,1,"ST","FO2"
1999,77,1,"ST","FO6"
1999,257,2194,"ST","BIT"
1999,647,571,"ST","NG"
1999,77,1,"GT","FO2"
1999,3199,71,"GT","NG"
1999,919,1403,"ST","FO2"
1999,77,1,"ST","FO6"
1999,428,2462,"ST","BIT"
1999,2164,2434,"IC","FO2"
1999,2587,2129,"IC","NG"
1999,1493,1770,"IC","FO2"
1999,1049,1219,"IC","NG"
1999,3082,520,"IC","FO2"
1999,3161,2097,"IC","NG"
1999,2555,65,"IC","FO2"
1999,2880,2229,"IC","NG"
1999,3316,657,"IC","FO2"
1999,3379,2307,"IC","NG"
1999,1733,2312,"IC","FO2"
1999,1548,1160,"IC","NG"
1999,1136,1743,"IC","FO2"
1999,1076,661,"IC","NG"
1999,77,1,"IC","FO2"
1999,3241,2525,"IC","NG"
1999,2253,2311,"IC","FO2"
1999,657,731,"IC","NG"
1999,77,1,"IC","FO2"
1999,2163,2479,"IC","FO2"
1999,2114,2267,"IC","NG"
1999,1195,1602,"IC","FO2"
1999,3070,2410,"IC","NG"
1999,77,1,"ST","FO6"
1999,392,1120,"ST","NG"
1999,2164,2485,"IC","FO2"
1999,2781,1251,"IC","NG"
1999,3055,2580,"ST","NG"
1999,755,1249,"IC","FO2"
1999,3231,2242,"IC","NG"
1999,1258,1412,"IC","FO2"
1999,1183,552,"IC","NG"
1999,77,1,"GT","FO2"
1999,1028,1355,"GT","NG"
1999,1014,635,"IC","FO2"
1999,621,7,"IC","NG"
1999,77,1,"IC","FO2"
1999,77,1,"IC","NG"
1999,695,902,"IC","FO2"
1999,249,494,"IC","NG"
1999,497,1061,"IC","FO2"
1999,3657,2400,"IC","NG"
1999,77,1,"IC","FO2"
1999,2240,2384,"IC","FO2"
1999,2317,1206,"IC","NG"
1999,627,1544,"IC","FO2"
1999,135,2633,"IC","NG"
1999,2349,2545,"IC","FO2"
1999,2346,2574,"IC","NG"
1999,2162,2428,"IC","FO2"
1999,869,2334,"IC","NG"
1999,1259,2013,"IC","FO2"
1999,1765,1346,"IC","NG"
1999,77,1,"ST","FO6"
1999,3179,730,"ST","NG"
1999,893,1820,"IC","FO2"
1999,2478,2370,"IC","FO2"
1999,564,677,"IC","NG"
1999,77,1,"ST","FO2"
1999,3624,2051,"ST","BIT"
1999,2403,77,"ST","NG"
1999,1960,2628,"GT","FO2"
1999,2768,2456,"GT","NG"
1999,1732,2073,"ST","FO2"
1999,77,1,"ST","BIT"
1999,2706,2381,"ST","NG"
1999,2174,2435,"ST","FO2"
1999,287,2425,"ST","BIT"
1999,1195,1756,"IC","FO2"
1999,2409,1824,"IC","NG"
1999,77,1,"ST","FO6"
1999,207,708,"ST","NG"
1999,3447,968,"IC","FO2"
1999,3175,2681,"IC","NG"
1999,77,1,"GT","NG"
1999,2606,317,"IC","FO2"
1999,79,194,"IC","NG"
1999,77,1,"ST","FO2"
1999,565,645,"ST","NG"
1999,1364,2098,"GT","FO2"
1999,1255,1292,"GT","NG"
1999,2717,168,"GT","FO2"
1999,1835,1755,"GT","NG"
1999,1733,2346,"IC","FO2"
1999,2374,1738,"IC","NG"
1999,593,1411,"IC","FO2"
1999,1562,1140,"IC","NG"
1999,80,801,"IC","FO2"
1999,3381,2366,"IC","NG"
1999,2094,2115,"IC","FO2"
1999,77,1,"IC","NG"
1999,2306,1775,"IC","FO2"
1999,1451,1702,"IC","NG"
1999,1728,2067,"IC","FO2"
1999,1554,1338,"IC","NG"
1999,3076,241,"IC","FO2"
1999,77,1,"IC","NG"
1999,3518,1690,"IC","FO2"
1999,694,980,"IC","NG"
1999,77,1,"IC","FO2"
1999,77,1,"IC","NG"
1999,77,1,"GT","NG"
1999,2527,93,"ST","FO2"
1999,786,1280,"ST","NG"
1999,3314,553,"IC","FO2"
1999,1135,1031,"IC","FO2"
1999,1156,2211,"IC","NG"
1999,2234,2480,"IC","FO2"
1999,2250,1889,"IC","NG"
1999,1451,1927,"IC","FO2"
1999,1540,1361,"IC","NG"
1999,1134,1611,"IC","FO2"
1999,1945,1068,"IC","NG"
1999,2163,2457,"IC","FO2"
1999,77,1,"IC","NG"
1999,2348,284,"IC","FO2"
1999,77,1,"IC","NG"
1999,2526,119,"IC","FO2"
1999,3334,2464,"IC","NG"
1999,80,960,"IC","FO2"
1999,180,90,"IC","NG"
1999,593,2278,"IC","FO2"
1999,1218,2071,"IC","NG"
1999,2164,2474,"IC","FO2"
1999,3115,2039,"IC","NG"
1999,695,1399,"IC","FO2"
1999,2606,1993,"IC","NG"
1999,77,1,"ST","FO2"
1999,3405,438,"ST","NG"
1999,77,1,"IC","FO2"
1999,3518,93,"GT","FO2"
1999,219,421,"GT","NG"
1999,1719,1826,"GT","NG"
1999,1001,116,"ST","FO2"
1999,1439,1306,"ST","NG"
1999,3349,1039,"IC","FO2"
1999,1150,1489,"IC","NG"
1999,1944,2463,"GT","FO2"
1999,2773,769,"GT","NG"
1999,74,728,"IC","FO2"
1999,63,1,"IC","FO2"
1999,77,1,"IC","NG"
1999,2970,2254,"ST","NG"
1999,2202,2144,"GT","NG"
1999,1445,479,"ST","BIT"
1999,426,315,"ST","NG"
1999,3530,1037,"GT","FO2"
1999,108,585,"ST","FO6"
1999,3041,1253,"ST","BIT"
1999,2704,2234,"ST","NG"
1999,2999,723,"GT","FO2"
1999,3105,1125,"GT","FO2"
1999,2054,2375,"ST","FO2"
1999,1186,2616,"ST","BIT"
1999,2647,420,"GT","FO2"
1999,657,1654,"GT","FO2"
1999,2735,590,"GT","FO2"
1999,1713,2240,"CT","FO2"
1999,810,267,"CT","NG"
1999,361,821,"ST","FO6"
1999,2535,2147,"ST","NG"
1999,112,941,"GT","FO2"
1999,77,1,"GT","NG"
1999,1596,1794,"IC","FO2"
1999,3075,1,"ST","UR"
1999,2204,2318,"ST","FO2"
1999,1343,2431,"ST","BIT"
1999,1261,2160,"GT","FO2"
1999,2919,1,"ST","UR"
1999,77,1,"ST","FO2"
1999,2226,2495,"ST","FO6"
1999,2928,2411,"ST","NG"
1999,1662,1852,"GT","NG"
1999,3318,943,"GT","FO2"
1999,1271,2088,"GT","FO2"
1999,3051,2362,"GT","NG"
1999,2238,1905,"ST","NG"
1999,1806,152,"GT","FO2"
1999,806,1233,"GT","NG"
1999,77,1,"ST","FO2"
1999,164,763,"ST","FO6"
1999,1311,2570,"ST","BIT"
1999,615,733,"ST","NG"
