"year","overnight_category","base.overnight","variable.o.m","fixed.o.m"
1997,"advanced coal",0.624380569892295,0.541129827239989,2.40913964182187e-06
1997,"advanced combined cycle",0.178989096702458,0.208126856630765,1.28297377375129e-06
1997,"biomass",0.725946475928108,0.915758169175366,3.18367566079024e-06
1997,"coal",0.595242809963988,0.999008911827671,1.6251001134183e-06
1997,"conventional combined cycle",0.178989096702458,0.208126856630765,1.39701588697363e-06
1997,"conventional combustion turbine",0.14693756078132,0.041625371326153,5.74962320829282e-07
1997,"fuel cell",0.585252720845711,0.83250742652306,6.69997415181229e-07
1997,"geothermal",8.23016841860697,0,4.43813890623595e-06
1997,"msw",0.162755201885258,0.208126856630765,8.17301811426748e-07
1997,"msw",2.60241821531108,NA,7.93543037838761e-07
1997,"nuclear",0.629791868164694,0.166501485304612,2.55169228334979e-06
1997,"photovoltaic",9.70870160811192,0,3.18367566079024e-07
1997,"solar thermal",7.76479676718058,0,1.21644920770493e-06
1997,"steam turbine",0.402933594437161,0.208126856630765,1.39226413225603e-06
1997,"wind",0.302200195827871,0,1.30198079262168e-06
1999,"advanced combined cycle",0.162775386656582,0.204976412826807,6.52881716027726e-07
1999,"advanced combustion turbine",0.13062222386022,0.0401914534954524,4.13384698623318e-07
1999,"biomass",0.581972246614151,2.13818532595807,2.01874880570766e-06
1999,"coal",0.439292586705295,1.33837540139857,1.05663147716926e-06
1999,"conventional combined cycle",0.178851968054763,0.204976412826807,7.04268049263921e-07
1999,"conventional combustion turbine",0.132229882000038,0.0401914534954524,2.91342157187355e-07
1999,"fuel cell",0.585991391963696,0.823924796656775,6.76280849912065e-07
1999,"geothermal",0.735905513501734,0,3.94114823659745e-06
1999,"igcc",0.438488757635386,0.317512482614074,1.47414543471334e-06
1999,"msw",2.36808043995206,2.22339120736843,0
1999,"nuclear",0.631005819878603,0.164784959331355,2.58262205166554e-06
1999,"photovoltaic",1.16675789497298,0,4.50548028910209e-07
1999,"solar thermal",0.766451018158278,0,2.1371208947696e-06
1999,"steam turbine",0.403522193094342,0.204976412826807,1.40853609852784e-06
1999,"wind",0.311885679124711,0,1.18922656918051e-06
2000,"advanced combined cycle",0.230608745826979,0.202776655813378,6.45875148228215e-07
2000,"advanced combustion turbine",0.184884597947492,0.0397601285908585,4.0894835457036e-07
2000,"biomass",0.746297613650414,2.11523884103367,1.99708408447235e-06
2000,"coal",0.438156617071261,1.32401228207559,1.04529196512268e-06
2000,"conventional combined cycle",0.178522977372955,0.202776655813378,6.96710015832966e-07
2000,"conventional combustion turbine",0.13200362692165,0.0397601285908585,2.88215544009077e-07
2000,"fuel cell",0.86001158142027,0.815082636112599,6.69023168298236e-07
2000,"geothermal",0.644511684457816,0,3.89885279218578e-06
2000,"igcc",0.522845690969789,0.314105015867782,1.45832526441128e-06
2000,"msw",1.75898808885958,2.19953031364629,0
2000,"nuclear",0.950267073321518,0.16301652722252,2.55490597988519e-06
2000,"photovoltaic",1.92279981865392,0,4.4571285703451e-07
2000,"solar thermal",1.21626233359436,0,2.11418583306186e-06
2000,"steam turbine",0.402372501339488,0.202776655813378,1.39342003166593e-06
2000,"wind",0.394818076907225,0,1.1764640788528e-06
2001,"advanced combined cycle",0.208729844929772,0.199722740927174,6.31230437347053e-07
2001,"advanced combustion turbine",0.172309815701875,0.0391613217504262,3.99660064439281e-07
2001,"biomass",0.57332175042624,1.10826540553706,1.96164246393688e-06
2001,"coal",0.399837095071852,1.29232361776407,1.02150251369548e-06
2001,"conventional combined cycle",0.166044004221807,0.199722740927174,6.8129970716495e-07
2001,"conventional combustion turbine",0.123358163513843,0.0391613217504262,2.81639642725668e-07
2001,"distributed",0.203638873102216,8.83087805472112,5.48079685685189e-07
2001,"distributed base",0.226744052934968,5.77629495818787,1.75242444362638e-07
2001,"fuel cell",0.691980555330032,0.794974831533653,6.54029836996274e-07
2001,"geothermal",0.636763091661931,0,3.16017561020277e-06
2001,"igcc",0.4777681253552,0.305458309653325,1.42563304865422e-06
2001,"msw",0.510663635625558,0.00391613217504262,4.20268933533969e-06
2001,"nuclear",0.67709925306487,0.160561419176748,2.49720483216759e-06
2001,"photovoltaic",1.44152825363319,0,4.40341346166322e-07
2001,"solar thermal",0.937522042705204,0,2.0886038266894e-06
2001,"wind",0.359892546886417,0,1.16232233505831e-06
2002,"advanced combined cycle",0.209062366615679,0.199107015824456,6.32044136112934e-07
2002,"advanced combustion turbine",0.17268704641698,0.0382898107354724,4.00382039197405e-07
2002,"biomass",0.588131492896856,1.1104045113287,1.96475684082133e-06
2002,"coal",0.400511420293041,1.29419560285897,1.02324711109293e-06
2002,"conventional combined cycle",0.166560676699305,0.199107015824456,6.82310440160643e-07
2002,"conventional combustion turbine",0.123676088675576,0.0382898107354724,2.81928400963238e-07
2002,"distributed",0.204084691220068,8.84494627989412,5.48995459860197e-07
2002,"distributed base",0.227058577661351,5.78559040212987,1.75713515018948e-07
2002,"fuel cell",0.69304557431205,0.796428063297825,6.5477324750842e-07
2002,"geothermal",0.636759552530906,0,3.06274776054172e-06
2002,"igcc",0.478622634193405,0.306318485883779,1.42800013325101e-06
2002,"msw",0.511551871425911,0.00382898107354724,4.20969368942163e-06
2002,"nuclear",0.67849544623257,0.160817205088984,2.50151354839165e-06
2002,"photovoltaic",1.27007302209562,0,4.30541821626031e-07
2002,"solar thermal",0.825911217564139,0,2.0923895432729e-06
2002,"wind",0.351500462551636,0,1.11634904815521e-06
2003,"advanced combined cycle",0.210758431812687,0.76367176003176,4.36740385639079e-07
2003,"advanced combustion turbine",0.164339167967619,1.1492511290674,3.49135905153745e-07
2003,"biomass",0.587353427200898,1.10807274985001,1.96319504072987e-06
2003,"coal",0.403922465232485,1.1492511290674,1.04783505439043e-06
2003,"conventional combined cycle",0.19091794000794,0.76367176003176,5.23917527195216e-07
2003,"conventional combustion turbine",0.145621722868801,1.53108700908328,4.36740385639079e-07
2003,"distributed",0.344026640916269,2.29475876911504,5.89300383362318e-07
2003,"distributed base",0.286751258913886,2.29475876911504,5.89300383362318e-07
2003,"fuel cell",0.692545468656253,7.64794806737689,3.05547334375676e-07
2003,"geothermal",0.62928050422225,0,3.06615681698668e-06
2003,"igcc",0.478043547823803,0.76367176003176,1.44098686925144e-06
2003,"msw",0.510986251197722,0.00374348901976353,4.20586974115442e-06
2003,"nuclear",0.655110578458618,0.160970027849832,2.49907805794259e-06
2003,"photovoltaic",1.26866842879786,0,4.29902962771931e-07
2003,"solar thermal",0.825064979955882,0,2.0901147027013e-06
2003,"wind",0.351139270053819,0,1.11535460520352e-06
2004,"advanced combined cycle",0.209786444215787,0.763194972806115,4.35192686277945e-07
2004,"advanced combined cycle with ccs",0.35726373364692,0.95122851683081,6.28377834248522e-07
