"overnight_category","year","fuel_general","marginal.cost"
"fuel cell",2078,"natural gas",NA
"fuel cell",2079,"natural gas",NA
"fuel cell",2080,"natural gas",NA
"fuel cell",2081,"natural gas",NA
"fuel cell",2082,"natural gas",NA
"fuel cell",2083,"natural gas",NA
"fuel cell",2084,"natural gas",NA
"fuel cell",2085,"natural gas",NA
"fuel cell",2086,"natural gas",NA
"fuel cell",2087,"natural gas",NA
"fuel cell",2088,"natural gas",NA
"fuel cell",2089,"natural gas",NA
"fuel cell",2090,"natural gas",NA
"fuel cell",2091,"natural gas",NA
"fuel cell",2092,"natural gas",NA
"fuel cell",2093,"natural gas",NA
"fuel cell",2094,"natural gas",NA
"fuel cell",2095,"natural gas",NA
"fuel cell",2096,"natural gas",NA
"fuel cell",2097,"natural gas",NA
"fuel cell",2098,"natural gas",NA
"fuel cell",2099,"natural gas",NA
"fuel cell",2100,"natural gas",NA
"geothermal",1990,"geothermal",NA
"geothermal",1991,"geothermal",NA
"geothermal",1992,"geothermal",NA
"geothermal",1993,"geothermal",NA
"geothermal",1994,"geothermal",NA
"geothermal",1995,"geothermal",NA
"geothermal",1996,"geothermal",NA
"geothermal",1997,"geothermal",NA
"geothermal",1998,"geothermal",NA
"geothermal",1999,"geothermal",NA
"geothermal",2000,"geothermal",NA
"geothermal",2001,"geothermal",NA
"geothermal",2002,"geothermal",NA
"geothermal",2003,"geothermal",NA
"geothermal",2004,"geothermal",NA
"geothermal",2005,"geothermal",NA
"geothermal",2006,"geothermal",NA
"geothermal",2007,"geothermal",NA
"geothermal",2008,"geothermal",NA
"geothermal",2009,"geothermal",NA
"geothermal",2010,"geothermal",NA
"geothermal",2011,"geothermal",NA
"geothermal",2012,"geothermal",NA
"geothermal",2013,"geothermal",NA
"geothermal",2014,"geothermal",NA
"geothermal",2015,"geothermal",NA
"geothermal",2016,"geothermal",NA
"geothermal",2017,"geothermal",NA
"geothermal",2018,"geothermal",NA
"geothermal",2019,"geothermal",NA
"geothermal",2020,"geothermal",NA
"geothermal",2021,"geothermal",NA
"geothermal",2022,"geothermal",NA
"geothermal",2023,"geothermal",NA
"geothermal",2024,"geothermal",NA
"geothermal",2025,"geothermal",NA
"geothermal",2026,"geothermal",NA
"geothermal",2027,"geothermal",NA
"geothermal",2028,"geothermal",NA
"geothermal",2029,"geothermal",NA
"geothermal",2030,"geothermal",NA
"geothermal",2031,"geothermal",NA
"geothermal",2032,"geothermal",NA
"geothermal",2033,"geothermal",NA
"geothermal",2034,"geothermal",NA
"geothermal",2035,"geothermal",NA
"geothermal",2036,"geothermal",NA
"geothermal",2037,"geothermal",NA
"geothermal",2038,"geothermal",NA
"geothermal",2039,"geothermal",NA
"geothermal",2040,"geothermal",NA
"geothermal",2041,"geothermal",NA
"geothermal",2042,"geothermal",NA
"geothermal",2043,"geothermal",NA
"geothermal",2044,"geothermal",NA
"geothermal",2045,"geothermal",NA
"geothermal",2046,"geothermal",NA
"geothermal",2047,"geothermal",NA
"geothermal",2048,"geothermal",NA
"geothermal",2049,"geothermal",NA
"geothermal",2050,"geothermal",NA
"geothermal",2051,"geothermal",NA
"geothermal",2052,"geothermal",NA
"geothermal",2053,"geothermal",NA
"geothermal",2054,"geothermal",NA
"geothermal",2055,"geothermal",NA
"geothermal",2056,"geothermal",NA
"geothermal",2057,"geothermal",NA
"geothermal",2058,"geothermal",NA
"geothermal",2059,"geothermal",NA
"geothermal",2060,"geothermal",NA
"geothermal",2061,"geothermal",NA
"geothermal",2062,"geothermal",NA
"geothermal",2063,"geothermal",NA
"geothermal",2064,"geothermal",NA
"geothermal",2065,"geothermal",NA
"geothermal",2066,"geothermal",NA
"geothermal",2067,"geothermal",NA
"geothermal",2068,"geothermal",NA
"geothermal",2069,"geothermal",NA
"geothermal",2070,"geothermal",NA
"geothermal",2071,"geothermal",NA
"geothermal",2072,"geothermal",NA
"geothermal",2073,"geothermal",NA
"geothermal",2074,"geothermal",NA
"geothermal",2075,"geothermal",NA
"geothermal",2076,"geothermal",NA
"geothermal",2077,"geothermal",NA
"geothermal",2078,"geothermal",NA
"geothermal",2079,"geothermal",NA
"geothermal",2080,"geothermal",NA
"geothermal",2081,"geothermal",NA
"geothermal",2082,"geothermal",NA
"geothermal",2083,"geothermal",NA
"geothermal",2084,"geothermal",NA
"geothermal",2085,"geothermal",NA
"geothermal",2086,"geothermal",NA
"geothermal",2087,"geothermal",NA
"geothermal",2088,"geothermal",NA
"geothermal",2089,"geothermal",NA
"geothermal",2090,"geothermal",NA
"geothermal",2091,"geothermal",NA
"geothermal",2092,"geothermal",NA
"geothermal",2093,"geothermal",NA
"geothermal",2094,"geothermal",NA
"geothermal",2095,"geothermal",NA
"geothermal",2096,"geothermal",NA
"geothermal",2097,"geothermal",NA
"geothermal",2098,"geothermal",NA
"geothermal",2099,"geothermal",NA
"geothermal",2100,"geothermal",NA
"hydro",1990,"water",NA
"hydro",1991,"water",NA
"hydro",1992,"water",NA
"hydro",1993,"water",NA
"hydro",1994,"water",NA
"hydro",1995,"water",NA
"hydro",1996,"water",NA
"hydro",1997,"water",NA
"hydro",1998,"water",NA
"hydro",1999,"water",NA
"hydro",2000,"water",NA
"hydro",2001,"water",NA
"hydro",2002,"water",NA
"hydro",2003,"water",NA
"hydro",2004,"water",NA
"hydro",2005,"water",NA
"hydro",2006,"water",NA
"hydro",2007,"water",NA
"hydro",2008,"water",NA
"hydro",2009,"water",NA
"hydro",2010,"water",NA
"hydro",2011,"water",NA
"hydro",2012,"water",NA
"hydro",2013,"water",NA
"hydro",2014,"water",NA
"hydro",2015,"water",NA
"hydro",2016,"water",NA
"hydro",2017,"water",NA
"hydro",2018,"water",NA
"hydro",2019,"water",NA
"hydro",2020,"water",NA
"hydro",2021,"water",NA
"hydro",2022,"water",NA
"hydro",2023,"water",NA
"hydro",2024,"water",NA
"hydro",2025,"water",NA
"hydro",2026,"water",NA
"hydro",2027,"water",NA
"hydro",2028,"water",NA
"hydro",2029,"water",NA
"hydro",2030,"water",NA
"hydro",2031,"water",NA
"hydro",2032,"water",NA
"hydro",2033,"water",NA
"hydro",2034,"water",NA
"hydro",2035,"water",NA
"hydro",2036,"water",NA
"hydro",2037,"water",NA
"hydro",2038,"water",NA
"hydro",2039,"water",NA
"hydro",2040,"water",NA
"hydro",2041,"water",NA
"hydro",2042,"water",NA
"hydro",2043,"water",NA
"hydro",2044,"water",NA
"hydro",2045,"water",NA
"hydro",2046,"water",NA
"hydro",2047,"water",NA
"hydro",2048,"water",NA
"hydro",2049,"water",NA
"hydro",2050,"water",NA
"hydro",2051,"water",NA
"hydro",2052,"water",NA
"hydro",2053,"water",NA
"hydro",2054,"water",NA
"hydro",2055,"water",NA
"hydro",2056,"water",NA
"hydro",2057,"water",NA
"hydro",2058,"water",NA
"hydro",2059,"water",NA
"hydro",2060,"water",NA
"hydro",2061,"water",NA
"hydro",2062,"water",NA
"hydro",2063,"water",NA
"hydro",2064,"water",NA
"hydro",2065,"water",NA
"hydro",2066,"water",NA
"hydro",2067,"water",NA
"hydro",2068,"water",NA
"hydro",2069,"water",NA
"hydro",2070,"water",NA
"hydro",2071,"water",NA
"hydro",2072,"water",NA
"hydro",2073,"water",NA
"hydro",2074,"water",NA
"hydro",2075,"water",NA
"hydro",2076,"water",NA
"hydro",2077,"water",NA
"hydro",2078,"water",NA
"hydro",2079,"water",NA
"hydro",2080,"water",NA
"hydro",2081,"water",NA
"hydro",2082,"water",NA
"hydro",2083,"water",NA
"hydro",2084,"water",NA
"hydro",2085,"water",NA
"hydro",2086,"water",NA
"hydro",2087,"water",NA
"hydro",2088,"water",NA
"hydro",2089,"water",NA
"hydro",2090,"water",NA
"hydro",2091,"water",NA
"hydro",2092,"water",NA
"hydro",2093,"water",NA
"hydro",2094,"water",NA
"hydro",2095,"water",NA
"hydro",2096,"water",NA
"hydro",2097,"water",NA
"hydro",2098,"water",NA
"hydro",2099,"water",NA
"hydro",2100,"water",NA
"nuclear",1990,"uranium",NA
"nuclear",1991,"uranium",NA
"nuclear",1992,"uranium",NA
"nuclear",1993,"uranium",NA
"nuclear",1994,"uranium",42.9273478346514
"nuclear",1995,"uranium",43.5883288328099
"nuclear",1996,"uranium",51.5628287939204
"nuclear",1997,"uranium",44.4563814796116
"nuclear",1998,"uranium",39.9321149566163
"nuclear",1999,"uranium",36.3808345936343
"nuclear",2000,"uranium",32.6894343943552
"nuclear",2001,"uranium",28.5291440435622
"nuclear",2002,"uranium",27.9358979222729
"nuclear",2003,"uranium",27.9377982258062
"nuclear",2004,"uranium",31.1208144827197
"nuclear",2005,"uranium",33.8236479416542
"nuclear",2006,"uranium",42.0680787037884
"nuclear",2007,"uranium",71.711898720138
"nuclear",2008,"uranium",98.2271374625773
"nuclear",2009,"uranium",97.6764335594187
"nuclear",2010,"uranium",104.42130128834
"nuclear",2011,"uranium",116.773079649747
"nuclear",2012,"uranium",115.057622864676
"nuclear",2013,"uranium",109.130962730921
"nuclear",2014,"uranium",97.3980078888118
"nuclear",2015,"uranium",94.5827208365203
"nuclear",2016,"uranium",NA
"nuclear",2017,"uranium",NA
"nuclear",2018,"uranium",NA
"nuclear",2019,"uranium",NA
"nuclear",2020,"uranium",NA
"nuclear",2021,"uranium",NA
"nuclear",2022,"uranium",NA
"nuclear",2023,"uranium",NA
"nuclear",2024,"uranium",NA
"nuclear",2025,"uranium",NA
"nuclear",2026,"uranium",NA
"nuclear",2027,"uranium",NA
"nuclear",2028,"uranium",NA
"nuclear",2029,"uranium",NA
"nuclear",2030,"uranium",NA
"nuclear",2031,"uranium",NA
"nuclear",2032,"uranium",NA
"nuclear",2033,"uranium",NA
"nuclear",2034,"uranium",NA
"nuclear",2035,"uranium",NA
"nuclear",2036,"uranium",NA
"nuclear",2037,"uranium",NA
"nuclear",2038,"uranium",NA
"nuclear",2039,"uranium",NA
"nuclear",2040,"uranium",NA
"nuclear",2041,"uranium",NA
"nuclear",2042,"uranium",NA
"nuclear",2043,"uranium",NA
"nuclear",2044,"uranium",NA
"nuclear",2045,"uranium",NA
"nuclear",2046,"uranium",NA
"nuclear",2047,"uranium",NA
"nuclear",2048,"uranium",NA
"nuclear",2049,"uranium",NA
"nuclear",2050,"uranium",NA
"nuclear",2051,"uranium",NA
"nuclear",2052,"uranium",NA
"nuclear",2053,"uranium",NA
"nuclear",2054,"uranium",NA
"nuclear",2055,"uranium",NA
"nuclear",2056,"uranium",NA
"nuclear",2057,"uranium",NA
"nuclear",2058,"uranium",NA
"nuclear",2059,"uranium",NA
"nuclear",2060,"uranium",NA
"nuclear",2061,"uranium",NA
"nuclear",2062,"uranium",NA
"nuclear",2063,"uranium",NA
"nuclear",2064,"uranium",NA
"nuclear",2065,"uranium",NA
"nuclear",2066,"uranium",NA
"nuclear",2067,"uranium",NA
"nuclear",2068,"uranium",NA
"nuclear",2069,"uranium",NA
"nuclear",2070,"uranium",NA
"nuclear",2071,"uranium",NA
"nuclear",2072,"uranium",NA
"nuclear",2073,"uranium",NA
"nuclear",2074,"uranium",NA
"nuclear",2075,"uranium",NA
"nuclear",2076,"uranium",NA
"nuclear",2077,"uranium",NA
"nuclear",2078,"uranium",NA
"nuclear",2079,"uranium",NA
"nuclear",2080,"uranium",NA
"nuclear",2081,"uranium",NA
"nuclear",2082,"uranium",NA
"nuclear",2083,"uranium",NA
"nuclear",2084,"uranium",NA
"nuclear",2085,"uranium",NA
"nuclear",2086,"uranium",NA
"nuclear",2087,"uranium",NA
"nuclear",2088,"uranium",NA
"nuclear",2089,"uranium",NA
"nuclear",2090,"uranium",NA
"nuclear",2091,"uranium",NA
"nuclear",2092,"uranium",NA
"nuclear",2093,"uranium",NA
"nuclear",2094,"uranium",NA
"nuclear",2095,"uranium",NA
"nuclear",2096,"uranium",NA
"nuclear",2097,"uranium",NA
"nuclear",2098,"uranium",NA
"nuclear",2099,"uranium",NA
"nuclear",2100,"uranium",NA
"photovoltaic",1990,"solar",NA
"photovoltaic",1991,"solar",NA
"photovoltaic",1992,"solar",NA
"photovoltaic",1993,"solar",NA
"photovoltaic",1994,"solar",NA
"photovoltaic",1995,"solar",NA
"photovoltaic",1996,"solar",NA
"photovoltaic",1997,"solar",NA
"photovoltaic",1998,"solar",NA
"photovoltaic",1999,"solar",NA
"photovoltaic",2000,"solar",NA
"photovoltaic",2001,"solar",NA
"photovoltaic",2002,"solar",NA
"photovoltaic",2003,"solar",NA
"photovoltaic",2004,"solar",NA
"photovoltaic",2005,"solar",NA
"photovoltaic",2006,"solar",NA
"photovoltaic",2007,"solar",NA
"photovoltaic",2008,"solar",NA
"photovoltaic",2009,"solar",NA
"photovoltaic",2010,"solar",NA
"photovoltaic",2011,"solar",NA
"photovoltaic",2012,"solar",NA
"photovoltaic",2013,"solar",NA
"photovoltaic",2014,"solar",NA
"photovoltaic",2015,"solar",NA
"photovoltaic",2016,"solar",NA
"photovoltaic",2017,"solar",NA
"photovoltaic",2018,"solar",NA
"photovoltaic",2019,"solar",NA
"photovoltaic",2020,"solar",NA
"photovoltaic",2021,"solar",NA
"photovoltaic",2022,"solar",NA
"photovoltaic",2023,"solar",NA
"photovoltaic",2024,"solar",NA
"photovoltaic",2025,"solar",NA
"photovoltaic",2026,"solar",NA
"photovoltaic",2027,"solar",NA
"photovoltaic",2028,"solar",NA
"photovoltaic",2029,"solar",NA
"photovoltaic",2030,"solar",NA
"photovoltaic",2031,"solar",NA
"photovoltaic",2032,"solar",NA
"photovoltaic",2033,"solar",NA
"photovoltaic",2034,"solar",NA
"photovoltaic",2035,"solar",NA
"photovoltaic",2036,"solar",NA
"photovoltaic",2037,"solar",NA
"photovoltaic",2038,"solar",NA
"photovoltaic",2039,"solar",NA
"photovoltaic",2040,"solar",NA
"photovoltaic",2041,"solar",NA
"photovoltaic",2042,"solar",NA
"photovoltaic",2043,"solar",NA
"photovoltaic",2044,"solar",NA
"photovoltaic",2045,"solar",NA
"photovoltaic",2046,"solar",NA
"photovoltaic",2047,"solar",NA
"photovoltaic",2048,"solar",NA
"photovoltaic",2049,"solar",NA
"photovoltaic",2050,"solar",NA
"photovoltaic",2051,"solar",NA
"photovoltaic",2052,"solar",NA
"photovoltaic",2053,"solar",NA
"photovoltaic",2054,"solar",NA
"photovoltaic",2055,"solar",NA
"photovoltaic",2056,"solar",NA
"photovoltaic",2057,"solar",NA
"photovoltaic",2058,"solar",NA
"photovoltaic",2059,"solar",NA
"photovoltaic",2060,"solar",NA
"photovoltaic",2061,"solar",NA
"photovoltaic",2062,"solar",NA
"photovoltaic",2063,"solar",NA
"photovoltaic",2064,"solar",NA
"photovoltaic",2065,"solar",NA
"photovoltaic",2066,"solar",NA
"photovoltaic",2067,"solar",NA
"photovoltaic",2068,"solar",NA
"photovoltaic",2069,"solar",NA
"photovoltaic",2070,"solar",NA
"photovoltaic",2071,"solar",NA
"photovoltaic",2072,"solar",NA
"photovoltaic",2073,"solar",NA
"photovoltaic",2074,"solar",NA
"photovoltaic",2075,"solar",NA
"photovoltaic",2076,"solar",NA
"photovoltaic",2077,"solar",NA
"photovoltaic",2078,"solar",NA
"photovoltaic",2079,"solar",NA
"photovoltaic",2080,"solar",NA
"photovoltaic",2081,"solar",NA
"photovoltaic",2082,"solar",NA
"photovoltaic",2083,"solar",NA
"photovoltaic",2084,"solar",NA
"photovoltaic",2085,"solar",NA
"photovoltaic",2086,"solar",NA
"photovoltaic",2087,"solar",NA
"photovoltaic",2088,"solar",NA
"photovoltaic",2089,"solar",NA
"photovoltaic",2090,"solar",NA
"photovoltaic",2091,"solar",NA
"photovoltaic",2092,"solar",NA
"photovoltaic",2093,"solar",NA
"photovoltaic",2094,"solar",NA
"photovoltaic",2095,"solar",NA
"photovoltaic",2096,"solar",NA
"photovoltaic",2097,"solar",NA
"photovoltaic",2098,"solar",NA
"photovoltaic",2099,"solar",NA
"photovoltaic",2100,"solar",NA
"solar thermal",1990,"solar",NA
"solar thermal",1991,"solar",NA
"solar thermal",1992,"solar",NA
"solar thermal",1993,"solar",NA
"solar thermal",1994,"solar",NA
"solar thermal",1995,"solar",NA
"solar thermal",1996,"solar",NA
"solar thermal",1997,"solar",NA
"solar thermal",1998,"solar",NA
"solar thermal",1999,"solar",NA
"solar thermal",2000,"solar",NA
"solar thermal",2001,"solar",NA
"solar thermal",2002,"solar",NA
"solar thermal",2003,"solar",NA
"solar thermal",2004,"solar",NA
"solar thermal",2005,"solar",NA
"solar thermal",2006,"solar",NA
"solar thermal",2007,"solar",NA
"solar thermal",2008,"solar",NA
"solar thermal",2009,"solar",NA
"solar thermal",2010,"solar",NA
"solar thermal",2011,"solar",NA
"solar thermal",2012,"solar",NA
"solar thermal",2013,"solar",NA
"solar thermal",2014,"solar",NA
"solar thermal",2015,"solar",NA
"solar thermal",2016,"solar",NA
"solar thermal",2017,"solar",NA
"solar thermal",2018,"solar",NA
"solar thermal",2019,"solar",NA
"solar thermal",2020,"solar",NA
"solar thermal",2021,"solar",NA
"solar thermal",2022,"solar",NA
"solar thermal",2023,"solar",NA
"solar thermal",2024,"solar",NA
"solar thermal",2025,"solar",NA
"solar thermal",2026,"solar",NA
"solar thermal",2027,"solar",NA
"solar thermal",2028,"solar",NA
"solar thermal",2029,"solar",NA
"solar thermal",2030,"solar",NA
"solar thermal",2031,"solar",NA
"solar thermal",2032,"solar",NA
"solar thermal",2033,"solar",NA
"solar thermal",2034,"solar",NA
"solar thermal",2035,"solar",NA
"solar thermal",2036,"solar",NA
"solar thermal",2037,"solar",NA
"solar thermal",2038,"solar",NA
"solar thermal",2039,"solar",NA
"solar thermal",2040,"solar",NA
"solar thermal",2041,"solar",NA
"solar thermal",2042,"solar",NA
"solar thermal",2043,"solar",NA
"solar thermal",2044,"solar",NA
"solar thermal",2045,"solar",NA
"solar thermal",2046,"solar",NA
"solar thermal",2047,"solar",NA
"solar thermal",2048,"solar",NA
"solar thermal",2049,"solar",NA
"solar thermal",2050,"solar",NA
"solar thermal",2051,"solar",NA
"solar thermal",2052,"solar",NA
"solar thermal",2053,"solar",NA
"solar thermal",2054,"solar",NA
"solar thermal",2055,"solar",NA
"solar thermal",2056,"solar",NA
"solar thermal",2057,"solar",NA
"solar thermal",2058,"solar",NA
"solar thermal",2059,"solar",NA
"solar thermal",2060,"solar",NA
"solar thermal",2061,"solar",NA
"solar thermal",2062,"solar",NA
"solar thermal",2063,"solar",NA
"solar thermal",2064,"solar",NA
"solar thermal",2065,"solar",NA
"solar thermal",2066,"solar",NA
"solar thermal",2067,"solar",NA
"solar thermal",2068,"solar",NA
"solar thermal",2069,"solar",NA
"solar thermal",2070,"solar",NA
"solar thermal",2071,"solar",NA
"solar thermal",2072,"solar",NA
"solar thermal",2073,"solar",NA
"solar thermal",2074,"solar",NA
"solar thermal",2075,"solar",NA
"solar thermal",2076,"solar",NA
"solar thermal",2077,"solar",NA
"solar thermal",2078,"solar",NA
"solar thermal",2079,"solar",NA
"solar thermal",2080,"solar",NA
"solar thermal",2081,"solar",NA
"solar thermal",2082,"solar",NA
"solar thermal",2083,"solar",NA
"solar thermal",2084,"solar",NA
"solar thermal",2085,"solar",NA
"solar thermal",2086,"solar",NA
"solar thermal",2087,"solar",NA
"solar thermal",2088,"solar",NA
"solar thermal",2089,"solar",NA
"solar thermal",2090,"solar",NA
"solar thermal",2091,"solar",NA
"solar thermal",2092,"solar",NA
"solar thermal",2093,"solar",NA
"solar thermal",2094,"solar",NA
"solar thermal",2095,"solar",NA
"solar thermal",2096,"solar",NA
"solar thermal",2097,"solar",NA
"solar thermal",2098,"solar",NA
"solar thermal",2099,"solar",NA
"solar thermal",2100,"solar",NA
"steam turbine",1990,"natural gas",NA
"steam turbine",1991,"natural gas",11.708892166302
"steam turbine",1992,"natural gas",12.3235830957254
"steam turbine",1993,"natural gas",13.1828206332141
"steam turbine",1994,"natural gas",11.203296949842
"steam turbine",1995,"natural gas",9.73199866291485
"steam turbine",1996,"natural gas",12.6821608334784
"steam turbine",1997,"natural gas",13.0042935568532
"steam turbine",1998,"natural gas",11.0717942703315
"steam turbine",1999,"natural gas",11.7576412831897
"steam turbine",2000,"natural gas",19.2134750359989
"steam turbine",2001,"natural gas",19.6015450664459
"steam turbine",2002,"natural gas",15.8191285960727
"steam turbine",2003,"natural gas",23.5660356147691
"steam turbine",2004,"natural gas",25.2492534085545
"steam turbine",2005,"natural gas",33.1291263884044
"steam turbine",2006,"natural gas",28.4747459139913
"steam turbine",2007,"natural gas",28.2061952279811
"steam turbine",2008,"natural gas",34.223094409167
"steam turbine",2009,"natural gas",20.3187390592926
"steam turbine",2010,"natural gas",19.8828109104742
"steam turbine",2011,"natural gas",18.0032333811119
"steam turbine",2012,"natural gas",13.27617195656
"steam turbine",2013,"natural gas",15.7556502909169
"steam turbine",2014,"natural gas",17.9090975869876
"steam turbine",2015,"natural gas",NA
"steam turbine",2016,"natural gas",NA
"steam turbine",2017,"natural gas",NA
"steam turbine",2018,"natural gas",NA
"steam turbine",2019,"natural gas",NA
"steam turbine",2020,"natural gas",NA
"steam turbine",2021,"natural gas",NA
"steam turbine",2022,"natural gas",NA
"steam turbine",2023,"natural gas",NA
"steam turbine",2024,"natural gas",NA
"steam turbine",2025,"natural gas",NA
"steam turbine",2026,"natural gas",NA
"steam turbine",2027,"natural gas",NA
"steam turbine",2028,"natural gas",NA
"steam turbine",2029,"natural gas",NA
"steam turbine",2030,"natural gas",NA
"steam turbine",2031,"natural gas",NA
"steam turbine",2032,"natural gas",NA
"steam turbine",2033,"natural gas",NA
"steam turbine",2034,"natural gas",NA
"steam turbine",2035,"natural gas",NA
"steam turbine",2036,"natural gas",NA
"steam turbine",2037,"natural gas",NA
"steam turbine",2038,"natural gas",NA
"steam turbine",2039,"natural gas",NA
"steam turbine",2040,"natural gas",NA
"steam turbine",2041,"natural gas",NA
"steam turbine",2042,"natural gas",NA
"steam turbine",2043,"natural gas",NA
"steam turbine",2044,"natural gas",NA
"steam turbine",2045,"natural gas",NA
"steam turbine",2046,"natural gas",NA
"steam turbine",2047,"natural gas",NA
"steam turbine",2048,"natural gas",NA
"steam turbine",2049,"natural gas",NA
"steam turbine",2050,"natural gas",NA
"steam turbine",2051,"natural gas",NA
"steam turbine",2052,"natural gas",NA
"steam turbine",2053,"natural gas",NA
"steam turbine",2054,"natural gas",NA
"steam turbine",2055,"natural gas",NA
"steam turbine",2056,"natural gas",NA
"steam turbine",2057,"natural gas",NA
"steam turbine",2058,"natural gas",NA
"steam turbine",2059,"natural gas",NA
"steam turbine",2060,"natural gas",NA
"steam turbine",2061,"natural gas",NA
"steam turbine",2062,"natural gas",NA
"steam turbine",2063,"natural gas",NA
"steam turbine",2064,"natural gas",NA
"steam turbine",2065,"natural gas",NA
"steam turbine",2066,"natural gas",NA
"steam turbine",2067,"natural gas",NA
"steam turbine",2068,"natural gas",NA
"steam turbine",2069,"natural gas",NA
"steam turbine",2070,"natural gas",NA
"steam turbine",2071,"natural gas",NA
"steam turbine",2072,"natural gas",NA
"steam turbine",2073,"natural gas",NA
"steam turbine",2074,"natural gas",NA
"steam turbine",2075,"natural gas",NA
"steam turbine",2076,"natural gas",NA
"steam turbine",2077,"natural gas",NA
"steam turbine",2078,"natural gas",NA
"steam turbine",2079,"natural gas",NA
"steam turbine",2080,"natural gas",NA
"steam turbine",2081,"natural gas",NA
"steam turbine",2082,"natural gas",NA
"steam turbine",2083,"natural gas",NA
"steam turbine",2084,"natural gas",NA
"steam turbine",2085,"natural gas",NA
"steam turbine",2086,"natural gas",NA
"steam turbine",2087,"natural gas",NA
"steam turbine",2088,"natural gas",NA
"steam turbine",2089,"natural gas",NA
"steam turbine",2090,"natural gas",NA
"steam turbine",2091,"natural gas",NA
"steam turbine",2092,"natural gas",NA
"steam turbine",2093,"natural gas",NA
"steam turbine",2094,"natural gas",NA
"steam turbine",2095,"natural gas",NA
"steam turbine",2096,"natural gas",NA
"steam turbine",2097,"natural gas",NA
"steam turbine",2098,"natural gas",NA
"steam turbine",2099,"natural gas",NA
"steam turbine",2100,"natural gas",NA
"steam turbine",1990,"oil",NA
"steam turbine",1991,"oil",14.429615115931
"steam turbine",1992,"oil",14.2449206613117
"steam turbine",1993,"oil",13.2396035260243
"steam turbine",1994,"oil",13.0841984164836
"steam turbine",1995,"oil",13.4682722427697
"steam turbine",1996,"oil",15.0432612539398
"steam turbine",1997,"oil",12.8231862827621
"steam turbine",1998,"oil",8.82919215588221
"steam turbine",1999,"oil",9.45270116634223
"steam turbine",2000,"oil",14.6024953868651
"steam turbine",2001,"oil",10.9543885349353
"steam turbine",2002,"oil",8.58407781776091
"steam turbine",2003,"oil",8.2071828075579
"steam turbine",2004,"oil",5.64437699945972
"steam turbine",2005,"oil",4.15225365196058
"steam turbine",2006,"oil",-0.217224636157671
"steam turbine",2007,"oil",-5.92662606330524
"steam turbine",2008,"oil",-20.0531365316616
"steam turbine",2009,"oil",-20.3582885074565
"steam turbine",2010,"oil",-36.8570305931652
"steam turbine",2011,"oil",-67.6841886664642
"steam turbine",2012,"oil",-89.4159596347087
"steam turbine",2013,"oil",-100.758001160245
"steam turbine",2014,"oil",-109.761388991981
"steam turbine",2015,"oil",NA
"steam turbine",2016,"oil",NA
"steam turbine",2017,"oil",NA
"steam turbine",2018,"oil",NA
"steam turbine",2019,"oil",NA
"steam turbine",2020,"oil",NA
"steam turbine",2021,"oil",NA
"steam turbine",2022,"oil",NA
"steam turbine",2023,"oil",NA
"steam turbine",2024,"oil",NA
"steam turbine",2025,"oil",NA
"steam turbine",2026,"oil",NA
"steam turbine",2027,"oil",NA
"steam turbine",2028,"oil",NA
"steam turbine",2029,"oil",NA
"steam turbine",2030,"oil",NA
"steam turbine",2031,"oil",NA
"steam turbine",2032,"oil",NA
"steam turbine",2033,"oil",NA
"steam turbine",2034,"oil",NA
"steam turbine",2035,"oil",NA
"steam turbine",2036,"oil",NA
"steam turbine",2037,"oil",NA
"steam turbine",2038,"oil",NA
"steam turbine",2039,"oil",NA
"steam turbine",2040,"oil",NA
"steam turbine",2041,"oil",NA
"steam turbine",2042,"oil",NA
"steam turbine",2043,"oil",NA
"steam turbine",2044,"oil",NA
"steam turbine",2045,"oil",NA
"steam turbine",2046,"oil",NA
"steam turbine",2047,"oil",NA
"steam turbine",2048,"oil",NA
"steam turbine",2049,"oil",NA
"steam turbine",2050,"oil",NA
"steam turbine",2051,"oil",NA
"steam turbine",2052,"oil",NA
"steam turbine",2053,"oil",NA
"steam turbine",2054,"oil",NA
"steam turbine",2055,"oil",NA
"steam turbine",2056,"oil",NA
"steam turbine",2057,"oil",NA
"steam turbine",2058,"oil",NA
"steam turbine",2059,"oil",NA
"steam turbine",2060,"oil",NA
"steam turbine",2061,"oil",NA
"steam turbine",2062,"oil",NA
"steam turbine",2063,"oil",NA
"steam turbine",2064,"oil",NA
"steam turbine",2065,"oil",NA
"steam turbine",2066,"oil",NA
"steam turbine",2067,"oil",NA
"steam turbine",2068,"oil",NA
"steam turbine",2069,"oil",NA
"steam turbine",2070,"oil",NA
"steam turbine",2071,"oil",NA
"steam turbine",2072,"oil",NA
"steam turbine",2073,"oil",NA
"steam turbine",2074,"oil",NA
"steam turbine",2075,"oil",NA
"steam turbine",2076,"oil",NA
"steam turbine",2077,"oil",NA
"steam turbine",2078,"oil",NA
"steam turbine",2079,"oil",NA
"steam turbine",2080,"oil",NA
"steam turbine",2081,"oil",NA
"steam turbine",2082,"oil",NA
"steam turbine",2083,"oil",NA
"steam turbine",2084,"oil",NA
"steam turbine",2085,"oil",NA
"steam turbine",2086,"oil",NA
"steam turbine",2087,"oil",NA
"steam turbine",2088,"oil",NA
"steam turbine",2089,"oil",NA
"steam turbine",2090,"oil",NA
"steam turbine",2091,"oil",NA
"steam turbine",2092,"oil",NA
