"overnight_category","year","fuel_general","marginal.cost"
"combined cycle",2048,"oil",NA
"combined cycle",2049,"oil",NA
"combined cycle",2050,"oil",NA
"combined cycle",2051,"oil",NA
"combined cycle",2052,"oil",NA
"combined cycle",2053,"oil",NA
"combined cycle",2054,"oil",NA
"combined cycle",2055,"oil",NA
"combined cycle",2056,"oil",NA
"combined cycle",2057,"oil",NA
"combined cycle",2058,"oil",NA
"combined cycle",2059,"oil",NA
"combined cycle",2060,"oil",NA
"combined cycle",2061,"oil",NA
"combined cycle",2062,"oil",NA
"combined cycle",2063,"oil",NA
"combined cycle",2064,"oil",NA
"combined cycle",2065,"oil",NA
"combined cycle",2066,"oil",NA
"combined cycle",2067,"oil",NA
"combined cycle",2068,"oil",NA
"combined cycle",2069,"oil",NA
"combined cycle",2070,"oil",NA
"combined cycle",2071,"oil",NA
"combined cycle",2072,"oil",NA
"combined cycle",2073,"oil",NA
"combined cycle",2074,"oil",NA
"combined cycle",2075,"oil",NA
"combined cycle",2076,"oil",NA
"combined cycle",2077,"oil",NA
"combined cycle",2078,"oil",NA
"combined cycle",2079,"oil",NA
"combined cycle",2080,"oil",NA
"combined cycle",2081,"oil",NA
"combined cycle",2082,"oil",NA
"combined cycle",2083,"oil",NA
"combined cycle",2084,"oil",NA
"combined cycle",2085,"oil",NA
"combined cycle",2086,"oil",NA
"combined cycle",2087,"oil",NA
"combined cycle",2088,"oil",NA
"combined cycle",2089,"oil",NA
"combined cycle",2090,"oil",NA
"combined cycle",2091,"oil",NA
"combined cycle",2092,"oil",NA
"combined cycle",2093,"oil",NA
"combined cycle",2094,"oil",NA
"combined cycle",2095,"oil",NA
"combined cycle",2096,"oil",NA
"combined cycle",2097,"oil",NA
"combined cycle",2098,"oil",NA
"combined cycle",2099,"oil",NA
"combined cycle",2100,"oil",NA
"combustion turbine",1990,"natural gas",NA
"combustion turbine",1991,"natural gas",12.5950254452983
"combustion turbine",1992,"natural gas",13.4573627180787
"combustion turbine",1993,"natural gas",14.5905728218643
"combustion turbine",1994,"natural gas",12.5477002437173
"combustion turbine",1995,"natural gas",11.0128060357001
"combustion turbine",1996,"natural gas",14.4776713457213
"combustion turbine",1997,"natural gas",14.9534195876608
"combustion turbine",1998,"natural gas",12.8045514918069
"combustion turbine",1999,"natural gas",13.6555018299845
"combustion turbine",2000,"natural gas",22.3761752559356
"combustion turbine",2001,"natural gas",22.8568170343085
"combustion turbine",2002,"natural gas",18.441956592935
"combustion turbine",2003,"natural gas",27.4260134686034
"combustion turbine",2004,"natural gas",29.2905261029323
"combustion turbine",2005,"natural gas",38.2506356744708
"combustion turbine",2006,"natural gas",32.6724479807947
"combustion turbine",2007,"natural gas",32.1141759171109
"combustion turbine",2008,"natural gas",38.603983840533
"combustion turbine",2009,"natural gas",22.6720923470658
"combustion turbine",2010,"natural gas",21.9111785570525
"combustion turbine",2011,"natural gas",19.5627812359683
"combustion turbine",2012,"natural gas",14.2013648671769
"combustion turbine",2013,"natural gas",16.5630190016904
"combustion turbine",2014,"natural gas",18.4702623456076
"combustion turbine",2015,"natural gas",NA
"combustion turbine",2016,"natural gas",NA
"combustion turbine",2017,"natural gas",NA
"combustion turbine",2018,"natural gas",NA
"combustion turbine",2019,"natural gas",NA
"combustion turbine",2020,"natural gas",NA
"combustion turbine",2021,"natural gas",NA
"combustion turbine",2022,"natural gas",NA
"combustion turbine",2023,"natural gas",NA
"combustion turbine",2024,"natural gas",NA
"combustion turbine",2025,"natural gas",NA
"combustion turbine",2026,"natural gas",NA
"combustion turbine",2027,"natural gas",NA
"combustion turbine",2028,"natural gas",NA
"combustion turbine",2029,"natural gas",NA
"combustion turbine",2030,"natural gas",NA
"combustion turbine",2031,"natural gas",NA
"combustion turbine",2032,"natural gas",NA
"combustion turbine",2033,"natural gas",NA
"combustion turbine",2034,"natural gas",NA
"combustion turbine",2035,"natural gas",NA
"combustion turbine",2036,"natural gas",NA
"combustion turbine",2037,"natural gas",NA
"combustion turbine",2038,"natural gas",NA
"combustion turbine",2039,"natural gas",NA
"combustion turbine",2040,"natural gas",NA
"combustion turbine",2041,"natural gas",NA
"combustion turbine",2042,"natural gas",NA
"combustion turbine",2043,"natural gas",NA
"combustion turbine",2044,"natural gas",NA
"combustion turbine",2045,"natural gas",NA
"combustion turbine",2046,"natural gas",NA
"combustion turbine",2047,"natural gas",NA
"combustion turbine",2048,"natural gas",NA
"combustion turbine",2049,"natural gas",NA
"combustion turbine",2050,"natural gas",NA
"combustion turbine",2051,"natural gas",NA
"combustion turbine",2052,"natural gas",NA
"combustion turbine",2053,"natural gas",NA
"combustion turbine",2054,"natural gas",NA
"combustion turbine",2055,"natural gas",NA
"combustion turbine",2056,"natural gas",NA
"combustion turbine",2057,"natural gas",NA
"combustion turbine",2058,"natural gas",NA
"combustion turbine",2059,"natural gas",NA
"combustion turbine",2060,"natural gas",NA
"combustion turbine",2061,"natural gas",NA
"combustion turbine",2062,"natural gas",NA
"combustion turbine",2063,"natural gas",NA
"combustion turbine",2064,"natural gas",NA
"combustion turbine",2065,"natural gas",NA
"combustion turbine",2066,"natural gas",NA
"combustion turbine",2067,"natural gas",NA
"combustion turbine",2068,"natural gas",NA
"combustion turbine",2069,"natural gas",NA
"combustion turbine",2070,"natural gas",NA
"combustion turbine",2071,"natural gas",NA
"combustion turbine",2072,"natural gas",NA
"combustion turbine",2073,"natural gas",NA
"combustion turbine",2074,"natural gas",NA
"combustion turbine",2075,"natural gas",NA
"combustion turbine",2076,"natural gas",NA
"combustion turbine",2077,"natural gas",NA
"combustion turbine",2078,"natural gas",NA
"combustion turbine",2079,"natural gas",NA
"combustion turbine",2080,"natural gas",NA
"combustion turbine",2081,"natural gas",NA
"combustion turbine",2082,"natural gas",NA
"combustion turbine",2083,"natural gas",NA
"combustion turbine",2084,"natural gas",NA
"combustion turbine",2085,"natural gas",NA
"combustion turbine",2086,"natural gas",NA
"combustion turbine",2087,"natural gas",NA
"combustion turbine",2088,"natural gas",NA
"combustion turbine",2089,"natural gas",NA
"combustion turbine",2090,"natural gas",NA
"combustion turbine",2091,"natural gas",NA
"combustion turbine",2092,"natural gas",NA
"combustion turbine",2093,"natural gas",NA
"combustion turbine",2094,"natural gas",NA
"combustion turbine",2095,"natural gas",NA
"combustion turbine",2096,"natural gas",NA
"combustion turbine",2097,"natural gas",NA
"combustion turbine",2098,"natural gas",NA
"combustion turbine",2099,"natural gas",NA
"combustion turbine",2100,"natural gas",NA
"combustion turbine",1990,"oil",NA
"combustion turbine",1991,"oil",14.3435501635829
"combustion turbine",1992,"oil",13.9854734356941
"combustion turbine",1993,"oil",12.9854647705113
"combustion turbine",1994,"oil",12.9682212350552
"combustion turbine",1995,"oil",13.6512425579916
"combustion turbine",1996,"oil",15.7933222350471
"combustion turbine",1997,"oil",14.1427139343868
"combustion turbine",1998,"oil",10.3965594820664
"combustion turbine",1999,"oil",12.1149113865704
"combustion turbine",2000,"oil",20.8637333412061
"combustion turbine",2001,"oil",18.0056472731706
"combustion turbine",2002,"oil",16.9656022341675
"combustion turbine",2003,"oil",20.8864835556546
"combustion turbine",2004,"oil",20.9332186016777
"combustion turbine",2005,"oil",30.4365515764628
"combustion turbine",2006,"oil",34.4884207028164
"combustion turbine",2007,"oil",37.4872446556696
"combustion turbine",2008,"oil",62.9579906190461
"combustion turbine",2009,"oil",41.7968715161356
"combustion turbine",2010,"oil",55.567639843233
"combustion turbine",2011,"oil",79.9462734982914
"combustion turbine",2012,"oil",86.2613320846713
"combustion turbine",2013,"oil",81.7441520681541
"combustion turbine",2014,"oil",76.5323854912665
"combustion turbine",2015,"oil",NA
"combustion turbine",2016,"oil",NA
"combustion turbine",2017,"oil",NA
"combustion turbine",2018,"oil",NA
"combustion turbine",2019,"oil",NA
"combustion turbine",2020,"oil",NA
"combustion turbine",2021,"oil",NA
"combustion turbine",2022,"oil",NA
"combustion turbine",2023,"oil",NA
"combustion turbine",2024,"oil",NA
"combustion turbine",2025,"oil",NA
"combustion turbine",2026,"oil",NA
"combustion turbine",2027,"oil",NA
"combustion turbine",2028,"oil",NA
"combustion turbine",2029,"oil",NA
"combustion turbine",2030,"oil",NA
"combustion turbine",2031,"oil",NA
"combustion turbine",2032,"oil",NA
"combustion turbine",2033,"oil",NA
"combustion turbine",2034,"oil",NA
"combustion turbine",2035,"oil",NA
"combustion turbine",2036,"oil",NA
"combustion turbine",2037,"oil",NA
"combustion turbine",2038,"oil",NA
"combustion turbine",2039,"oil",NA
"combustion turbine",2040,"oil",NA
"combustion turbine",2041,"oil",NA
"combustion turbine",2042,"oil",NA
"combustion turbine",2043,"oil",NA
"combustion turbine",2044,"oil",NA
"combustion turbine",2045,"oil",NA
"combustion turbine",2046,"oil",NA
"combustion turbine",2047,"oil",NA
"combustion turbine",2048,"oil",NA
"combustion turbine",2049,"oil",NA
"combustion turbine",2050,"oil",NA
"combustion turbine",2051,"oil",NA
"combustion turbine",2052,"oil",NA
"combustion turbine",2053,"oil",NA
"combustion turbine",2054,"oil",NA
"combustion turbine",2055,"oil",NA
"combustion turbine",2056,"oil",NA
"combustion turbine",2057,"oil",NA
"combustion turbine",2058,"oil",NA
"combustion turbine",2059,"oil",NA
"combustion turbine",2060,"oil",NA
"combustion turbine",2061,"oil",NA
"combustion turbine",2062,"oil",NA
"combustion turbine",2063,"oil",NA
"combustion turbine",2064,"oil",NA
"combustion turbine",2065,"oil",NA
"combustion turbine",2066,"oil",NA
"combustion turbine",2067,"oil",NA
"combustion turbine",2068,"oil",NA
"combustion turbine",2069,"oil",NA
"combustion turbine",2070,"oil",NA
"combustion turbine",2071,"oil",NA
"combustion turbine",2072,"oil",NA
"combustion turbine",2073,"oil",NA
"combustion turbine",2074,"oil",NA
"combustion turbine",2075,"oil",NA
"combustion turbine",2076,"oil",NA
"combustion turbine",2077,"oil",NA
"combustion turbine",2078,"oil",NA
"combustion turbine",2079,"oil",NA
"combustion turbine",2080,"oil",NA
"combustion turbine",2081,"oil",NA
"combustion turbine",2082,"oil",NA
"combustion turbine",2083,"oil",NA
"combustion turbine",2084,"oil",NA
"combustion turbine",2085,"oil",NA
"combustion turbine",2086,"oil",NA
"combustion turbine",2087,"oil",NA
"combustion turbine",2088,"oil",NA
"combustion turbine",2089,"oil",NA
"combustion turbine",2090,"oil",NA
"combustion turbine",2091,"oil",NA
"combustion turbine",2092,"oil",NA
"combustion turbine",2093,"oil",NA
"combustion turbine",2094,"oil",NA
"combustion turbine",2095,"oil",NA
"combustion turbine",2096,"oil",NA
"combustion turbine",2097,"oil",NA
"combustion turbine",2098,"oil",NA
"combustion turbine",2099,"oil",NA
"combustion turbine",2100,"oil",NA
"fuel cell",1990,"natural gas",NA
"fuel cell",1991,"natural gas",-121.1777284827
"fuel cell",1992,"natural gas",-115.387395851368
"fuel cell",1993,"natural gas",-110.926662355169
"fuel cell",1994,"natural gas",-84.0800109960237
"fuel cell",1995,"natural gas",-64.5824058071567
"fuel cell",1996,"natural gas",-73.6766524517573
"fuel cell",1997,"natural gas",-65.366280368806
"fuel cell",1998,"natural gas",-47.4819778317628
"fuel cell",1999,"natural gas",-42.2900315784971
"fuel cell",2000,"natural gas",-56.7260355446281
"fuel cell",2001,"natural gas",-46.1879028637639
"fuel cell",2002,"natural gas",-28.6243995703961
"fuel cell",2003,"natural gas",-30.9322473060074
"fuel cell",2004,"natural gas",-21.8721422093353
"fuel cell",2005,"natural gas",-15.6031323386776
"fuel cell",2006,"natural gas",-3.61964660842565
"fuel cell",2007,"natural gas",4.65744157101997
"fuel cell",2008,"natural gas",13.8829021748957
"fuel cell",2009,"natural gas",12.0805203541655
"fuel cell",2010,"natural gas",14.5539140470574
"fuel cell",2011,"natural gas",14.7316677697323
"fuel cell",2012,"natural gas",11.3362306535316
"fuel cell",2013,"natural gas",13.2244802979957
"fuel cell",2014,"natural gas",13.8862607478324
"fuel cell",2015,"natural gas",NA
"fuel cell",2016,"natural gas",NA
"fuel cell",2017,"natural gas",NA
"fuel cell",2018,"natural gas",NA
"fuel cell",2019,"natural gas",NA
"fuel cell",2020,"natural gas",NA
"fuel cell",2021,"natural gas",NA
"fuel cell",2022,"natural gas",NA
"fuel cell",2023,"natural gas",NA
"fuel cell",2024,"natural gas",NA
"fuel cell",2025,"natural gas",NA
"fuel cell",2026,"natural gas",NA
"fuel cell",2027,"natural gas",NA
"fuel cell",2028,"natural gas",NA
"fuel cell",2029,"natural gas",NA
"fuel cell",2030,"natural gas",NA
"fuel cell",2031,"natural gas",NA
"fuel cell",2032,"natural gas",NA
"fuel cell",2033,"natural gas",NA
"fuel cell",2034,"natural gas",NA
"fuel cell",2035,"natural gas",NA
"fuel cell",2036,"natural gas",NA
"fuel cell",2037,"natural gas",NA
"fuel cell",2038,"natural gas",NA
"fuel cell",2039,"natural gas",NA
"fuel cell",2040,"natural gas",NA
"fuel cell",2041,"natural gas",NA
"fuel cell",2042,"natural gas",NA
"fuel cell",2043,"natural gas",NA
"fuel cell",2044,"natural gas",NA
"fuel cell",2045,"natural gas",NA
"fuel cell",2046,"natural gas",NA
"fuel cell",2047,"natural gas",NA
"fuel cell",2048,"natural gas",NA
"fuel cell",2049,"natural gas",NA
"fuel cell",2050,"natural gas",NA
"fuel cell",2051,"natural gas",NA
"fuel cell",2052,"natural gas",NA
"fuel cell",2053,"natural gas",NA
"fuel cell",2054,"natural gas",NA
"fuel cell",2055,"natural gas",NA
"fuel cell",2056,"natural gas",NA
"fuel cell",2057,"natural gas",NA
"fuel cell",2058,"natural gas",NA
"fuel cell",2059,"natural gas",NA
"fuel cell",2060,"natural gas",NA
"fuel cell",2061,"natural gas",NA
"fuel cell",2062,"natural gas",NA
"fuel cell",2063,"natural gas",NA
"fuel cell",2064,"natural gas",NA
"fuel cell",2065,"natural gas",NA
"fuel cell",2066,"natural gas",NA
"fuel cell",2067,"natural gas",NA
"fuel cell",2068,"natural gas",NA
"fuel cell",2069,"natural gas",NA
"fuel cell",2070,"natural gas",NA
"fuel cell",2071,"natural gas",NA
"fuel cell",2072,"natural gas",NA
"fuel cell",2073,"natural gas",NA
"fuel cell",2074,"natural gas",NA
"fuel cell",2075,"natural gas",NA
"fuel cell",2076,"natural gas",NA
"fuel cell",2077,"natural gas",NA
